date,news_desk,avg_score
2015-06-17,Business,0.002597560975609753
2015-06-18,Business,-0.009615999999999998
2015-06-19,Business,-0.07933
2015-06-20,Business,-0.11988000000000001
2015-06-21,Business,-0.14038333333333333
2015-06-22,Business,0.03113571428571429
2015-06-23,Business,-0.03356944444444444
2015-06-24,Business,0.08274000000000001
2015-06-25,Business,0.05313599999999999
2015-06-26,Business,-0.012295238095238097
2015-06-27,Business,-0.20154999999999998
2015-06-28,Business,0.1379142857142857
2015-06-29,Business,-0.07212903225806452
2015-06-30,Business,-0.0458060606060606
2015-07-01,Business,0.025473684210526305
2015-07-02,Business,0.0858657142857143
2015-07-03,Business,0.13004210526315788
2015-07-04,Business,0.18409999999999999
2015-07-05,Business,-0.05406666666666665
2015-07-06,Business,0.16042727272727272
2015-07-07,Business,0.019605714285714292
2015-07-08,Business,-0.08846428571428569
2015-07-09,Business,-0.036291666666666667
2015-07-10,Business,0.05189615384615384
2015-07-11,Business,-0.1996
2015-07-12,Business,0.06264444444444445
2015-07-13,Business,-0.04087037037037037
2015-07-14,Business,0.0543551724137931
2015-07-15,Business,0.05777272727272727
2015-07-16,Business,0.041214814814814815
2015-07-17,Business,-0.074505
2015-07-18,Business,-0.2202
2015-07-19,Business,0.04046
2015-07-20,Business,0.007553124999999997
2015-07-21,Business,-0.037164516129032245
2015-07-22,Business,0.16316562500000004
2015-07-23,Business,0.14216206896551725
2015-07-24,Business,0.056711538461538466
2015-07-25,Business,-0.0734
2015-07-26,Business,0.10779000000000001
2015-07-27,Business,0.014859090909090912
2015-07-28,Business,-0.00236764705882353
2015-07-29,Business,0.11659166666666666
2015-07-30,Business,0.08892777777777777
2015-07-31,Business,0.05144137931034482
2015-08-01,Business,-0.2934
2015-08-02,Business,0.07538333333333334
2015-08-03,Business,0.02110526315789474
2015-08-04,Business,0.076236
2015-08-05,Business,0.040593333333333335
2015-08-06,Business,-0.025679999999999994
2015-08-07,Business,0.029109523809523818
2015-08-08,Business,-0.42365
2015-08-09,Business,0.12476000000000001
2015-08-10,Business,0.10660909090909088
2015-08-11,Business,0.013746428571428576
2015-08-12,Business,0.04306551724137932
2015-08-13,Business,-0.08324000000000001
2015-08-14,Business,-0.07667692307692307
2015-08-15,Business,0.106
2015-08-16,Business,0.059350000000000014
2015-08-17,Business,0.021287500000000004
2015-08-18,Business,0.00466428571428571
2015-08-19,Business,0.08841363636363636
2015-08-20,Business,0.0660277777777778
2015-08-21,Business,-0.05732
2015-08-22,Business,0.02966
2015-08-23,Business,0.04046
2015-08-24,Business,-0.051993750000000005
2015-08-25,Business,-0.05545217391304348
2015-08-26,Business,0.05999
2015-08-27,Business,-0.02212631578947369
2015-08-28,Business,0.07516111111111111
2015-08-29,Business,0.1591
2015-08-30,Business,-0.09263333333333335
2015-08-31,Business,-0.07594705882352942
2015-09-01,Business,-0.05897857142857142
2015-09-02,Business,-0.005375862068965522
2015-09-03,Business,0.041
2015-09-04,Business,0.08516363636363637
2015-09-05,Business,-0.05278000000000001
2015-09-06,Business,0.07618571428571429
2015-09-07,Business,-0.051228571428571436
2015-09-08,Business,-0.032689285714285705
2015-09-09,Business,-0.06673939393939393
2015-09-10,Business,0.03009230769230769
2015-09-11,Business,-0.0009555555555555552
2015-09-12,Business,-0.1819
2015-09-13,Business,0.22058
2015-09-14,Business,0.02251923076923076
2015-09-15,Business,-0.0330060606060606
2015-09-16,Business,0.0027827586206896587
2015-09-17,Business,-0.06186818181818183
2015-09-18,Business,0.00033500000000000196
2015-09-19,Business,0.12308750000000003
2015-09-20,Business,0.24198333333333333
2015-09-21,Business,0.04999999999999999
2015-09-22,Business,-0.004724324324324322
2015-09-23,Business,-0.012695000000000001
2015-09-24,Business,-0.05519999999999999
2015-09-25,Business,0.024057894736842115
2015-09-26,Business,-0.31405
2015-09-27,Business,0.0
2015-09-28,Business,0.022014285714285712
2015-09-29,Business,0.022464705882352942
2015-09-30,Business,-0.019639285714285703
2015-10-01,Business,-0.03088709677419355
2015-10-02,Business,0.0008481481481481452
2015-10-03,Business,0.06168181818181818
2015-10-04,Business,0.035722222222222225
2015-10-05,Business,0.05115609756097561
2015-10-06,Business,-0.06751935483870969
2015-10-07,Business,0.0018785714285714332
2015-10-08,Business,-0.05626285714285714
2015-10-09,Business,-0.004300000000000005
2015-10-10,Business,0.0
2015-10-11,Business,0.22894285714285714
2015-10-12,Business,0.07891363636363637
2015-10-13,Business,0.06626666666666668
2015-10-14,Business,-0.014180487804878046
2015-10-15,Business,-0.05406923076923076
2015-10-16,Business,0.054346666666666654
2015-10-17,Business,-0.1272
2015-10-18,Business,0.033716666666666666
2015-10-19,Business,0.029020689655172408
2015-10-20,Business,-0.05416666666666667
2015-10-21,Business,-0.0045325
2015-10-22,Business,0.031150000000000004
2015-10-23,Business,0.14587647058823527
2015-10-24,Business,-0.10053333333333332
2015-10-25,Business,-0.16988333333333336
2015-10-26,Business,0.015422857142857137
2015-10-27,Business,-0.038725
2015-10-28,Business,-0.010600000000000007
2015-10-29,Business,-0.07325806451612903
2015-10-30,Business,0.03548333333333333
2015-10-31,Business,-0.009166666666666675
2015-11-01,Business,0.30806
2015-11-02,Business,0.08260263157894739
2015-11-03,Business,0.03108717948717949
2015-11-04,Business,0.02899655172413794
2015-11-05,Business,0.0019906249999999976
2015-11-06,Business,0.10204848484848485
2015-11-07,Business,0.08746666666666665
2015-11-08,Business,0.18102000000000001
2015-11-09,Business,0.051030000000000006
2015-11-10,Business,0.04419999999999999
2015-11-11,Business,0.1274325
2015-11-12,Business,0.011934482758620694
2015-11-13,Business,-0.010591666666666666
2015-11-14,Business,-0.19385714285714287
2015-11-15,Business,-0.221925
2015-11-16,Business,-0.011452380952380957
2015-11-17,Business,0.07462500000000001
2015-11-18,Business,-0.04172758620689655
2015-11-19,Business,0.014781249999999996
2015-11-20,Business,-0.09839
2015-11-21,Business,-0.013560000000000006
2015-11-22,Business,0.032771428571428576
2015-11-23,Business,-0.010462499999999991
2015-11-24,Business,0.024868965517241375
2015-11-25,Business,-0.05305937499999999
2015-11-26,Business,-0.16326000000000002
2015-11-27,Business,-0.13533333333333333
2015-11-28,Business,-0.00645
2015-11-29,Business,0.16338333333333332
2015-11-30,Business,0.07499032258064514
2015-12-01,Business,-0.059336
2015-12-02,Business,0.07994761904761905
2015-12-03,Business,0.021734482758620687
2015-12-04,Business,-0.03536296296296296
2015-12-05,Business,0.027133333333333332
2015-12-06,Business,-0.2123
2015-12-07,Business,-0.02020434782608696
2015-12-08,Business,-0.03466666666666666
2015-12-09,Business,0.035388571428571436
2015-12-10,Business,0.0052242424242424255
2015-12-11,Business,-0.07858000000000001
2015-12-12,Business,-0.1975
2015-12-13,Business,0.24247999999999995
2015-12-14,Business,-0.05421515151515152
2015-12-15,Business,-0.024617142857142862
2015-12-16,Business,0.105784375
2015-12-17,Business,0.006300000000000003
2015-12-18,Business,0.12159199999999998
2015-12-19,Business,0.0
2015-12-20,Business,-0.11408
2015-12-21,Business,0.02338
2015-12-22,Business,-0.22844799999999998
2015-12-23,Business,-0.010564
2015-12-24,Business,-0.039142857142857146
2015-12-25,Business,0.1952625
2015-12-26,Business,-0.14049999999999999
2015-12-27,Business,-0.040225000000000004
2015-12-28,Business,-0.07042777777777777
2015-12-29,Business,-0.0268590909090909
2015-12-30,Business,-0.024294117647058824
2015-12-31,Business,-0.020545000000000008
2016-01-01,Business,0.08381249999999998
2016-01-02,Business,0.11333333333333334
2016-01-03,Business,0.12083999999999999
2016-01-04,Business,0.04974166666666666
2016-01-05,Business,-0.023203333333333333
2016-01-06,Business,0.08022727272727273
2016-01-07,Business,-0.04205555555555555
2016-01-08,Business,0.07354827586206897
2016-01-09,Business,-0.12972
2016-01-10,Business,0.07263333333333334
2016-01-11,Business,-0.020714285714285716
2016-01-12,Business,-0.04590370370370372
2016-01-13,Business,0.06709354838709679
2016-01-14,Business,0.03563157894736843
2016-01-15,Business,0.040932
2016-01-16,Business,-0.05331428571428571
2016-01-17,Business,0.1369125
2016-01-18,Business,0.15425714285714284
2016-01-19,Business,0.04919230769230769
2016-01-20,Business,0.033339473684210516
2016-01-21,Business,-0.04572857142857141
2016-01-22,Business,0.005065217391304344
2016-01-23,Business,-0.128975
2016-01-24,Business,0.10131428571428572
2016-01-25,Business,-0.01147619047619047
2016-01-26,Business,-0.012900000000000003
2016-01-27,Business,-0.010645161290322579
2016-01-28,Business,-0.03368275862068966
2016-01-29,Business,0.0074041666666666605
2016-01-30,Business,-0.27096666666666663
2016-01-31,Business,-0.20191428571428574
2016-02-01,Business,0.07588400000000001
2016-02-02,Business,-0.015854285714285717
2016-02-03,Business,0.04999117647058824
2016-02-04,Business,-0.05295714285714286
2016-02-05,Business,-0.11267931034482759
2016-02-06,Business,-0.03148333333333333
2016-02-07,Business,-0.08609999999999998
2016-02-08,Business,0.03256818181818182
2016-02-09,Business,0.034116666666666656
2016-02-10,Business,-0.004708333333333344
2016-02-11,Business,0.013482608695652164
2016-02-12,Business,-0.004290322580645161
2016-02-13,Business,0.07146666666666666
2016-02-14,Business,0.07885
2016-02-15,Business,-0.030542857142857142
2016-02-16,Business,0.042770000000000016
2016-02-17,Business,-0.07609999999999999
2016-02-18,Business,-0.11538999999999999
2016-02-19,Business,-0.050249999999999996
2016-02-20,Business,0.17277142857142858
2016-02-21,Business,0.11584444444444444
2016-02-22,Business,-0.02886538461538461
2016-02-23,Business,0.03704615384615384
2016-02-24,Business,0.023250000000000003
2016-02-25,Business,-0.0991846153846154
2016-02-26,Business,-0.07117931034482759
2016-02-27,Business,0.03703000000000001
2016-02-28,Business,-0.11255555555555555
2016-02-29,Business,0.06681153846153845
2016-03-01,Business,0.006290909090909084
2016-03-02,Business,0.0033931034482758598
2016-03-03,Business,0.03008181818181818
2016-03-04,Business,-0.008763888888888896
2016-03-05,Business,0.15078333333333335
2016-03-06,Business,-0.008619999999999984
2016-03-07,Business,0.021586842105263158
2016-03-08,Business,0.02712413793103448
2016-03-09,Business,0.005428000000000011
2016-03-10,Business,0.025670370370370364
2016-03-11,Business,0.12373684210526316
2016-03-12,Business,-0.2103
2016-03-13,Business,0.038511111111111114
2016-03-14,Business,0.010887999999999998
2016-03-15,Business,-0.036278947368421056
2016-03-16,Business,-0.011580000000000009
2016-03-17,Business,0.07408095238095239
2016-03-18,Business,-0.039911538461538464
2016-03-19,Business,-0.1308
2016-03-20,Business,0.06385714285714286
2016-03-21,Business,-0.04042666666666668
2016-03-22,Business,-0.04786499999999999
2016-03-23,Business,-0.010580952380952382
2016-03-24,Business,0.06192413793103449
2016-03-25,Business,0.1688590909090909
2016-03-26,Business,-0.3182
2016-03-27,Business,-0.16316666666666665
2016-03-28,Business,-0.08444347826086956
2016-03-29,Business,0.07565517241379312
2016-03-30,Business,0.001727586206896549
2016-03-31,Business,0.028744444444444447
2016-04-01,Business,-0.011033333333333329
2016-04-02,Business,-0.25333333333333335
2016-04-03,Business,-0.05401999999999999
2016-04-04,Business,0.04588695652173914
2016-04-05,Business,-0.053184
2016-04-06,Business,0.009478378378378383
2016-04-07,Business,0.0683125
2016-04-08,Business,0.06270869565217392
2016-04-09,Business,0.09620000000000004
2016-04-10,Business,0.06743333333333333
2016-04-11,Business,-0.027688461538461544
2016-04-12,Business,-0.007753571428571425
2016-04-13,Business,-0.07163529411764706
2016-04-14,Business,0.02383478260869565
2016-04-15,Business,0.050225
2016-04-16,Business,-0.025157142857142857
2016-04-17,Business,0.059740000000000015
2016-04-18,Business,0.04112692307692308
2016-04-19,Business,-0.07390416666666666
2016-04-20,Business,-0.05677307692307693
2016-04-21,Business,-0.10891250000000001
2016-04-22,Business,-0.048970833333333325
2016-04-23,Business,0.06192000000000001
2016-04-24,Business,-0.035899999999999994
2016-04-25,Business,-0.016391999999999997
2016-04-26,Business,0.009653571428571428
2016-04-27,Business,0.029524137931034474
2016-04-28,Business,0.04908620689655172
2016-04-29,Business,0.005014285714285723
2016-04-30,Business,-0.02677500000000002
2016-05-01,Business,0.050575
2016-05-02,Business,-0.03150833333333333
2016-05-03,Business,0.03007500000000001
2016-05-04,Business,0.061185714285714274
2016-05-05,Business,-0.03792799999999999
2016-05-06,Business,0.18935
2016-05-07,Business,0.042666666666666665
2016-05-08,Business,0.024900000000000002
2016-05-09,Business,-0.014707692307692304
2016-05-10,Business,-0.124552
2016-05-11,Business,-0.10837894736842106
2016-05-12,Business,0.10312400000000001
2016-05-13,Business,-0.010299999999999995
2016-05-14,Business,-0.07825714285714287
2016-05-15,Business,0.220075
2016-05-16,Business,-0.026386111111111117
2016-05-17,Business,0.07185555555555555
2016-05-18,Business,-0.09065925925925926
2016-05-19,Business,0.05530416666666666
2016-05-20,Business,0.16766250000000002
2016-05-21,Business,0.059183333333333345
2016-05-22,Business,-0.12575714285714282
2016-05-23,Business,0.02444090909090909
2016-05-24,Business,0.06008620689655174
2016-05-25,Business,-0.0670875
2016-05-26,Business,0.032795454545454544
2016-05-27,Business,0.06834782608695653
2016-05-28,Business,0.10846
2016-05-29,Business,0.1475125
2016-05-30,Business,-0.15651666666666667
2016-05-31,Business,-0.023007999999999997
2016-06-01,Business,-0.09202380952380952
2016-06-02,Business,-0.0002130434782608654
2016-06-03,Business,0.14608888888888888
2016-06-04,Business,-0.09282
2016-06-05,Business,0.024900000000000002
2016-06-06,Business,-0.008392000000000005
2016-06-07,Business,-0.05306562499999999
2016-06-08,Business,0.005271428571428565
2016-06-09,Business,0.01998947368421053
2016-06-10,Business,-0.05969444444444443
2016-06-11,Business,-0.074
2016-06-12,Business,-0.027757142857142852
2016-06-13,Business,-0.101716
2016-06-14,Business,-0.04817826086956521
2016-06-15,Business,-0.049635
2016-06-16,Business,0.08892857142857144
2016-06-17,Business,-0.043240909090909094
2016-06-18,Business,0.055175
2016-06-19,Business,-0.10278000000000001
2016-06-20,Business,0.009957142857142857
2016-06-21,Business,-0.079475
2016-06-22,Business,-0.04506153846153845
2016-06-23,Business,0.07457777777777777
2016-06-24,Business,0.09694375
2016-06-25,Business,-0.12765
2016-06-26,Business,0.1846125
2016-06-27,Business,-0.05891600000000001
2016-06-28,Business,-0.1062608695652174
2016-06-29,Business,0.0173655172413793
2016-06-30,Business,-0.03946538461538462
2016-07-01,Business,-0.033194999999999995
2016-07-02,Business,-0.4699750000000001
2016-07-03,Business,0.2708
2016-07-04,Business,-0.005443749999999997
2016-07-05,Business,-0.029204761904761904
2016-07-06,Business,-0.124775
2016-07-07,Business,0.024477777777777775
2016-07-08,Business,-0.01926315789473685
2016-07-09,Business,-0.32849999999999996
2016-07-10,Business,0.15536666666666668
2016-07-11,Business,0.08792380952380953
2016-07-12,Business,0.025552380952380955
2016-07-13,Business,-0.10120666666666667
2016-07-14,Business,0.09133333333333334
2016-07-15,Business,0.005105555555555554
2016-07-16,Business,-0.35015
2016-07-17,Business,0.27586000000000005
2016-07-18,Business,-0.00536818181818182
2016-07-19,Business,-0.03406086956521739
2016-07-20,Business,0.09649473684210524
2016-07-21,Business,-0.04270714285714285
2016-07-22,Business,-0.027060000000000008
2016-07-23,Business,0.088025
2016-07-24,Business,0.057025
2016-07-25,Business,0.13570869565217392
2016-07-26,Business,-0.014447368421052645
2016-07-27,Business,0.010988461538461539
2016-07-28,Business,0.007799999999999992
2016-07-29,Business,-0.04029545454545455
2016-07-30,Business,0.0
2016-07-31,Business,0.0166
2016-08-01,Business,0.03695999999999999
2016-08-02,Business,-0.029190476190476183
2016-08-03,Business,-0.023769230769230765
2016-08-04,Business,0.09578333333333333
2016-08-05,Business,0.08804761904761904
2016-08-06,Business,0.0
2016-08-07,Business,0.09505
2016-08-08,Business,0.0010913043478260826
2016-08-09,Business,-0.0449235294117647
2016-08-10,Business,0.021515384615384606
2016-08-11,Business,-0.16372272727272727
2016-08-12,Business,-0.0027714285714285714
2016-08-13,Business,0.0
2016-08-14,Business,0.2461
2016-08-15,Business,-0.05215499999999999
2016-08-16,Business,0.08557999999999999
2016-08-17,Business,0.13972
2016-08-18,Business,-0.047499999999999994
2016-08-19,Business,0.04044999999999999
2016-08-20,Business,0.059325
2016-08-21,Business,-0.024780000000000003
2016-08-22,Business,-0.040852941176470585
2016-08-23,Business,-0.009847368421052634
2016-08-24,Business,0.015215789473684209
2016-08-25,Business,-0.0034750000000000085
2016-08-26,Business,-0.11286190476190477
2016-08-27,Business,-0.65055
2016-08-28,Business,0.16444
2016-08-29,Business,-0.10508095238095236
2016-08-30,Business,0.07822222222222222
2016-08-31,Business,0.06521666666666666
2016-09-01,Business,0.0399090909090909
2016-09-02,Business,0.10752800000000001
2016-09-03,Business,0.13696666666666665
2016-09-04,Business,-0.28353333333333336
2016-09-05,Business,0.031095238095238106
2016-09-06,Business,-0.018666666666666665
2016-09-07,Business,-0.036894736842105265
2016-09-08,Business,-0.10436086956521738
2016-09-09,Business,-0.13229
2016-09-10,Business,-0.08891666666666664
2016-09-11,Business,-0.06638888888888889
2016-09-12,Business,0.14526296296296295
2016-09-13,Business,0.010249999999999997
2016-09-14,Business,0.0076857142857142905
2016-09-15,Business,-0.023611764705882353
2016-09-16,Business,0.02499
2016-09-17,Business,0.0258
2016-09-18,Business,0.20591666666666666
2016-09-19,Business,0.03498235294117647
2016-09-20,Business,0.11677222222222222
2016-09-21,Business,-0.06413846153846153
2016-09-22,Business,0.009794444444444442
2016-09-23,Business,0.04481904761904763
2016-09-24,Business,0.105375
2016-09-25,Business,0.11075555555555555
2016-09-26,Business,0.014099999999999993
2016-09-27,Business,0.08757368421052632
2016-09-28,Business,0.011652941176470593
2016-09-29,Business,-0.07789230769230769
2016-09-30,Business,0.1259217391304348
2016-10-01,Business,0.4588
2016-10-02,Business,-0.03389999999999999
2016-10-03,Business,0.01001176470588235
2016-10-04,Business,-0.10457727272727273
2016-10-05,Business,0.05618636363636364
2016-10-06,Business,-0.12127999999999999
2016-10-07,Business,0.016805263157894726
2016-10-08,Business,0.12614999999999998
2016-10-09,Business,0.05497777777777778
2016-10-10,Business,0.054728571428571425
2016-10-11,Business,-0.085388
2016-10-12,Business,-0.014627272727272721
2016-10-13,Business,0.043535000000000004
2016-10-14,Business,0.0035333333333333354
2016-10-15,Business,-0.29214999999999997
2016-10-16,Business,0.18883999999999998
2016-10-17,Business,-0.20463157894736844
2016-10-18,Business,-0.02754166666666667
2016-10-19,Business,-0.030524999999999997
2016-10-20,Business,-0.04914583333333333
2016-10-21,Business,-0.017713333333333334
2016-10-22,Business,-0.005999999999999998
2016-10-23,Business,-0.0025777777777777713
2016-10-24,Business,0.07443076923076923
2016-10-25,Business,-0.04814374999999999
2016-10-26,Business,0.1382739130434783
2016-10-27,Business,0.009174074074074076
2016-10-28,Business,0.032944999999999995
2016-10-29,Business,0.10352000000000001
2016-10-30,Business,-0.04015555555555555
2016-10-31,Business,0.03672592592592593
2016-11-01,Business,-0.0661925925925926
2016-11-02,Business,0.13288695652173912
2016-11-03,Business,0.04407200000000001
2016-11-04,Business,0.074795
2016-11-05,Business,0.0
2016-11-06,Business,0.03768571428571429
2016-11-07,Business,-0.09268333333333333
2016-11-08,Business,-0.14645
2016-11-09,Business,0.08241739130434782
2016-11-10,Business,-0.1051142857142857
2016-11-11,Business,0.04256315789473685
2016-11-12,Business,-0.0025249999999999947
2016-11-13,Business,0.11405
2016-11-14,Business,0.07807499999999999
2016-11-15,Business,-0.07244285714285714
2016-11-16,Business,0.08256363636363635
2016-11-17,Business,-0.06826923076923078
2016-11-18,Business,-0.05370625
2016-11-19,Business,-0.15860000000000002
2016-11-20,Business,-0.08344999999999998
2016-11-21,Business,-0.03335882352941176
2016-11-22,Business,0.031593103448275865
2016-11-23,Business,0.086525
2016-11-24,Business,0.131525
2016-11-25,Business,0.09585999999999999
2016-11-26,Business,0.0
2016-11-27,Business,0.10115
2016-11-28,Business,-0.06736842105263156
2016-11-29,Business,0.08382857142857143
2016-11-30,Business,0.016109523809523813
2016-12-01,Business,0.0015277777777777822
2016-12-02,Business,0.018123999999999984
2016-12-03,Business,-0.021719999999999996
2016-12-04,Business,-0.041225
2016-12-05,Business,0.04867083333333333
2016-12-06,Business,0.022110344827586215
2016-12-07,Business,0.0995
2016-12-08,Business,-0.05197826086956522
2016-12-09,Business,-0.03916153846153846
2016-12-10,Business,0.14973750000000002
2016-12-11,Business,0.047633333333333326
2016-12-12,Business,0.14556086956521738
2016-12-13,Business,-0.0997608695652174
2016-12-14,Business,0.09201333333333334
2016-12-15,Business,-0.03397894736842106
2016-12-16,Business,-0.032413333333333356
2016-12-17,Business,0.01584
2016-12-18,Business,0.043774999999999994
2016-12-19,Business,-0.05381111111111109
2016-12-20,Business,-0.09160399999999999
2016-12-21,Business,-0.01213684210526315
2016-12-22,Business,-0.08768125
2016-12-23,Business,0.17588421052631578
2016-12-24,Business,0.2143
2016-12-25,Business,0.05965000000000001
2016-12-26,Business,-0.05118461538461537
2016-12-27,Business,-0.027274999999999994
2016-12-28,Business,0.011941666666666665
2016-12-29,Business,-0.004093333333333338
2016-12-30,Business,0.03565
2016-12-31,Business,0.160675
2017-01-01,Business,0.19176666666666664
2017-01-02,Business,0.14318333333333333
2017-01-03,Business,0.0037384615384615408
2017-01-04,Business,0.06788947368421053
2017-01-05,Business,0.04829999999999999
2017-01-06,Business,0.09577647058823527
2017-01-07,Business,0.0
2017-01-08,Business,-0.06248571428571429
2017-01-09,Business,0.013175000000000003
2017-01-10,Business,0.002860869565217395
