nid,glocation,pub_date,year,month,weekday
2,Louisiana,2015-01-01,2015,January,Thursday
3,United States,2015-01-01,2015,January,Thursday
5,Boston (Mass),2015-01-01,2015,January,Thursday
6,Killeen (Tex),2015-01-01,2015,January,Thursday
11,"East Village (Manhattan, NY)",2015-01-01,2015,January,Thursday
12,Naples (Fla),2015-01-01,2015,January,Thursday
13,Europe,2015-01-01,2015,January,Thursday
17,Japan,2015-01-01,2015,January,Thursday
18,Dagestan (Russia),2015-01-01,2015,January,Thursday
21,Turkey,2015-01-01,2015,January,Thursday
23,Las Cruces (NM),2015-01-01,2015,January,Thursday
24,Peachtree City (Ga),2015-01-01,2015,January,Thursday
25,Boston (Mass),2015-01-01,2015,January,Thursday
35,United States,2015-01-01,2015,January,Thursday
36,Europe,2015-01-01,2015,January,Thursday
37,Virginia,2015-01-01,2015,January,Thursday
39,Pennsylvania,2015-01-01,2015,January,Thursday
40,United States,2015-01-01,2015,January,Thursday
42,ANTARCTIC REGIONS,2015-01-01,2015,January,Thursday
55,New Zealand,2015-01-01,2015,January,Thursday
56,Europe,2015-01-02,2015,January,Friday
59,Boston (Mass),2015-01-02,2015,January,Friday
60,Kentucky,2015-01-02,2015,January,Friday
61,Michigan,2015-01-02,2015,January,Friday
62,Colorado,2015-01-02,2015,January,Friday
72,United States,2015-01-02,2015,January,Friday
73,Boston (Mass),2015-01-02,2015,January,Friday
75,United States,2015-01-02,2015,January,Friday
76,Florida,2015-01-02,2015,January,Friday
89,Nebraska,2015-01-02,2015,January,Friday
92,United States,2015-01-02,2015,January,Friday
97,Louisiana,2015-01-02,2015,January,Friday
99,Cape Canaveral (Fla),2015-01-02,2015,January,Friday
103,Vernon (Vt),2015-01-02,2015,January,Friday
105,Pennsylvania,2015-01-02,2015,January,Friday
107,Las Vegas (Nev),2015-01-02,2015,January,Friday
108,Boston (Mass),2015-01-02,2015,January,Friday
111,United States,2015-01-02,2015,January,Friday
112,France,2015-01-02,2015,January,Friday
113,Gilbert (Ariz),2015-01-02,2015,January,Friday
128,Ferguson (Mo),2015-01-02,2015,January,Friday
129,Quebec Province (Canada),2015-01-02,2015,January,Friday
135,Indonesia,2015-01-02,2015,January,Friday
136,Iceland,2015-01-02,2015,January,Friday
138,Botswana,2015-01-02,2015,January,Friday
140,Cambridge (Mass),2015-01-02,2015,January,Friday
143,Wisconsin,2015-01-02,2015,January,Friday
145,Europe,2015-01-02,2015,January,Friday
146,California,2015-01-02,2015,January,Friday
151,ARGENTINA,2015-01-02,2015,January,Friday
154,Florida,2015-01-02,2015,January,Friday
155,Illinois,2015-01-02,2015,January,Friday
156,Europe,2015-01-02,2015,January,Friday
157,"Mission District (San Francisco, Calif)",2015-01-02,2015,January,Friday
158,United States,2015-01-02,2015,January,Friday
159,Pennsylvania,2015-01-03,2015,January,Saturday
161,Guantanamo Bay Naval Base (Cuba),2015-01-03,2015,January,Saturday
162,United States,2015-01-03,2015,January,Saturday
169,Great Britain,2015-01-03,2015,January,Saturday
172,Virginia,2015-01-03,2015,January,Saturday
174,Portugal,2015-01-03,2015,January,Saturday
183,United States,2015-01-03,2015,January,Saturday
185,Worcester (Mass),2015-01-03,2015,January,Saturday
186,Florida,2015-01-03,2015,January,Saturday
190,United States,2015-01-03,2015,January,Saturday
199,Houston (Tex),2015-01-03,2015,January,Saturday
200,New York City,2015-01-03,2015,January,Saturday
203,El Paso (Tex),2015-01-03,2015,January,Saturday
204,Great Britain,2015-01-03,2015,January,Saturday
205,United States,2015-01-03,2015,January,Saturday
207,Atlanta (Ga),2015-01-03,2015,January,Saturday
208,Moab (Utah),2015-01-03,2015,January,Saturday
209,Ferguson (Mo),2015-01-03,2015,January,Saturday
212,Washington (DC),2015-01-03,2015,January,Saturday
213,San Francisco (Calif),2015-01-03,2015,January,Saturday
215,United States,2015-01-04,2015,January,Sunday
219,Greece,2015-01-04,2015,January,Sunday
224,New England States (US),2015-01-04,2015,January,Sunday
225,South Carolina,2015-01-04,2015,January,Sunday
236,United States,2015-01-04,2015,January,Sunday
242,United States,2015-01-04,2015,January,Sunday
243,Texas,2015-01-04,2015,January,Sunday
244,North Korea,2015-01-04,2015,January,Sunday
247,China,2015-01-04,2015,January,Sunday
250,Nantucket Sound (Mass),2015-01-04,2015,January,Sunday
251,Mississippi,2015-01-04,2015,January,Sunday
255,Massachusetts,2015-01-04,2015,January,Sunday
257,California,2015-01-04,2015,January,Sunday
258,El Paso (Tex),2015-01-04,2015,January,Sunday
260,Oklahoma,2015-01-04,2015,January,Sunday
262,South Korea,2015-01-04,2015,January,Sunday
268,Rhode Island,2015-01-04,2015,January,Sunday
269,Hong Kong,2015-01-04,2015,January,Sunday
270,United States,2015-01-04,2015,January,Sunday
271,Spain,2015-01-04,2015,January,Sunday
279,Spain,2015-01-05,2015,January,Monday
284,San Francisco (Calif),2015-01-05,2015,January,Monday
285,California,2015-01-05,2015,January,Monday
287,United States,2015-01-05,2015,January,Monday
289,Vermont,2015-01-05,2015,January,Monday
291,Detroit (Mich),2015-01-05,2015,January,Monday
293,London (England),2015-01-05,2015,January,Monday
294,Great Britain,2015-01-05,2015,January,Monday
295,Spain,2015-01-05,2015,January,Monday
296,Phoenix (Ariz),2015-01-05,2015,January,Monday
297,United States,2015-01-05,2015,January,Monday
298,California,2015-01-05,2015,January,Monday
299,California,2015-01-05,2015,January,Monday
301,Georgia,2015-01-05,2015,January,Monday
304,Cleveland (Ohio),2015-01-05,2015,January,Monday
306,Liberia,2015-01-05,2015,January,Monday
312,Ohio,2015-01-05,2015,January,Monday
313,Kansas,2015-01-05,2015,January,Monday
314,Canada,2015-01-05,2015,January,Monday
315,West Virginia,2015-01-05,2015,January,Monday
316,Greece,2015-01-05,2015,January,Monday
317,New York State,2015-01-05,2015,January,Monday
319,Colorado Springs (Colo),2015-01-05,2015,January,Monday
321,China,2015-01-05,2015,January,Monday
323,South Carolina,2015-01-05,2015,January,Monday
324,United States,2015-01-05,2015,January,Monday
326,Hong Kong,2015-01-05,2015,January,Monday
327,Bermuda,2015-01-05,2015,January,Monday
338,United States,2015-01-05,2015,January,Monday
339,Nebraska,2015-01-05,2015,January,Monday
343,Great Britain,2015-01-05,2015,January,Monday
344,Baltimore (Md),2015-01-05,2015,January,Monday
346,United States,2015-01-05,2015,January,Monday
352,Las Vegas (Nev),2015-01-05,2015,January,Monday
354,Seattle (Wash),2015-01-05,2015,January,Monday
361,Tennessee,2015-01-05,2015,January,Monday
375,Hobbs (NM),2015-01-05,2015,January,Monday
377,South Carolina,2015-01-05,2015,January,Monday
378,Middle East,2015-01-05,2015,January,Monday
380,Kenya,2015-01-05,2015,January,Monday
381,Oklahoma,2015-01-05,2015,January,Monday
382,Hyattsville (Md),2015-01-05,2015,January,Monday
384,Nashville (Tenn),2015-01-05,2015,January,Monday
388,Cape Canaveral (Fla),2015-01-05,2015,January,Monday
390,Illinois,2015-01-05,2015,January,Monday
392,Florida,2015-01-05,2015,January,Monday
393,Florida,2015-01-05,2015,January,Monday
394,Baltimore (Md),2015-01-05,2015,January,Monday
397,Philadelphia (Pa),2015-01-05,2015,January,Monday
413,Silicon Valley (Calif),2015-01-05,2015,January,Monday
416,Hong Kong,2015-01-05,2015,January,Monday
418,Italy,2015-01-05,2015,January,Monday
420,Atlanta (Ga),2015-01-05,2015,January,Monday
421,United States,2015-01-05,2015,January,Monday
427,San Francisco (Calif),2015-01-05,2015,January,Monday
434,AMSTERDAM (NETHERLANDS),2015-01-05,2015,January,Monday
435,Dublin (Ireland),2015-01-05,2015,January,Monday
437,Silicon Valley (Calif),2015-01-05,2015,January,Monday
445,London (England),2015-01-05,2015,January,Monday
446,South Carolina,2015-01-05,2015,January,Monday
448,China,2015-01-06,2015,January,Tuesday
449,Charlottesville (Va),2015-01-06,2015,January,Tuesday
455,United States,2015-01-06,2015,January,Tuesday
460,Washington (State),2015-01-06,2015,January,Tuesday
466,Russia,2015-01-06,2015,January,Tuesday
468,Puerto Rico,2015-01-06,2015,January,Tuesday
472,Gilbert (Ariz),2015-01-06,2015,January,Tuesday
478,South Sudan,2015-01-06,2015,January,Tuesday
480,ALBUQUERQUE (NM),2015-01-06,2015,January,Tuesday
490,West Virginia,2015-01-06,2015,January,Tuesday
494,Oklahoma,2015-01-06,2015,January,Tuesday
495,China,2015-01-06,2015,January,Tuesday
496,France,2015-01-06,2015,January,Tuesday
501,Washington (DC),2015-01-06,2015,January,Tuesday
502,South Carolina,2015-01-06,2015,January,Tuesday
504,Great Britain,2015-01-06,2015,January,Tuesday
510,Aurora (Colo),2015-01-06,2015,January,Tuesday
514,United States,2015-01-06,2015,January,Tuesday
515,Yemen,2015-01-06,2015,January,Tuesday
517,United States,2015-01-06,2015,January,Tuesday
518,United States,2015-01-06,2015,January,Tuesday
522,Washington (DC),2015-01-06,2015,January,Tuesday
524,ALABAMA,2015-01-06,2015,January,Tuesday
526,United States,2015-01-06,2015,January,Tuesday
529,United States,2015-01-06,2015,January,Tuesday
530,California,2015-01-06,2015,January,Tuesday
532,California,2015-01-06,2015,January,Tuesday
536,Brooklyn (NYC),2015-01-06,2015,January,Tuesday
538,New York City,2015-01-06,2015,January,Tuesday
540,Georgia,2015-01-06,2015,January,Tuesday
543,Vermont,2015-01-06,2015,January,Tuesday
544,Detroit (Mich),2015-01-06,2015,January,Tuesday
545,Detroit (Mich),2015-01-06,2015,January,Tuesday
546,Detroit (Mich),2015-01-06,2015,January,Tuesday
549,Washington (State),2015-01-06,2015,January,Tuesday
553,United States,2015-01-06,2015,January,Tuesday
554,Paris (France),2015-01-06,2015,January,Tuesday
560,Switzerland,2015-01-06,2015,January,Tuesday
562,Japan,2015-01-06,2015,January,Tuesday
563,Silicon Valley (Calif),2015-01-06,2015,January,Tuesday
565,Great Britain,2015-01-06,2015,January,Tuesday
575,Boston (Mass),2015-01-06,2015,January,Tuesday
577,Boston (Mass),2015-01-06,2015,January,Tuesday
578,New Jersey,2015-01-06,2015,January,Tuesday
581,Roswell (NM),2015-01-06,2015,January,Tuesday
584,Illinois,2015-01-06,2015,January,Tuesday
585,Ector County (Tex),2015-01-06,2015,January,Tuesday
592,Virginia,2015-01-06,2015,January,Tuesday
596,Greece,2015-01-07,2015,January,Wednesday
604,Washington (DC),2015-01-07,2015,January,Wednesday
605,Ohio,2015-01-07,2015,January,Wednesday
608,Detroit (Mich),2015-01-07,2015,January,Wednesday
609,Silicon Valley (Calif),2015-01-07,2015,January,Wednesday
611,France,2015-01-07,2015,January,Wednesday
613,West Virginia,2015-01-07,2015,January,Wednesday
615,France,2015-01-07,2015,January,Wednesday
618,United States,2015-01-07,2015,January,Wednesday
619,Detroit (Mich),2015-01-07,2015,January,Wednesday
621,Cleveland (Ohio),2015-01-07,2015,January,Wednesday
622,Philadelphia (Pa),2015-01-07,2015,January,Wednesday
624,India,2015-01-07,2015,January,Wednesday
625,United States,2015-01-07,2015,January,Wednesday
626,United States,2015-01-07,2015,January,Wednesday
628,Canada,2015-01-07,2015,January,Wednesday
629,Germany,2015-01-07,2015,January,Wednesday
630,India,2015-01-07,2015,January,Wednesday
631,Switzerland,2015-01-07,2015,January,Wednesday
634,Oklahoma,2015-01-07,2015,January,Wednesday
642,Canada,2015-01-07,2015,January,Wednesday
643,Germany,2015-01-07,2015,January,Wednesday
650,Great Britain,2015-01-07,2015,January,Wednesday
651,United States,2015-01-07,2015,January,Wednesday
668,Detroit (Mich),2015-01-07,2015,January,Wednesday
669,Malaysia,2015-01-07,2015,January,Wednesday
677,Michigan,2015-01-07,2015,January,Wednesday
678,Iran,2015-01-07,2015,January,Wednesday
681,Durham (NC),2015-01-07,2015,January,Wednesday
682,Texas,2015-01-07,2015,January,Wednesday
685,Switzerland,2015-01-07,2015,January,Wednesday
686,Luxembourg,2015-01-07,2015,January,Wednesday
687,India,2015-01-07,2015,January,Wednesday
690,Europe,2015-01-07,2015,January,Wednesday
695,Greece,2015-01-07,2015,January,Wednesday
698,Canary Islands,2015-01-07,2015,January,Wednesday
709,India,2015-01-07,2015,January,Wednesday
710,ARIZONA,2015-01-07,2015,January,Wednesday
718,United States,2015-01-07,2015,January,Wednesday
726,La Ciotat (France),2015-01-07,2015,January,Wednesday
729,Ferguson (Mo),2015-01-07,2015,January,Wednesday
730,Cuba,2015-01-07,2015,January,Wednesday
731,Kansas,2015-01-07,2015,January,Wednesday
732,Boston (Mass),2015-01-07,2015,January,Wednesday
733,Europe,2015-01-07,2015,January,Wednesday
743,Maine,2015-01-08,2015,January,Thursday
745,West Hollywood (Calif),2015-01-08,2015,January,Thursday
747,France,2015-01-08,2015,January,Thursday
748,Colorado,2015-01-08,2015,January,Thursday
755,United States,2015-01-08,2015,January,Thursday
756,Hawaii,2015-01-08,2015,January,Thursday
757,Ferguson (Mo),2015-01-08,2015,January,Thursday
772,Delaware,2015-01-08,2015,January,Thursday
775,South Carolina,2015-01-08,2015,January,Thursday
776,Europe,2015-01-08,2015,January,Thursday
781,China,2015-01-08,2015,January,Thursday
784,Ferguson (Mo),2015-01-08,2015,January,Thursday
787,United States,2015-01-08,2015,January,Thursday
789,Miami (Fla),2015-01-08,2015,January,Thursday
792,Boys Town (Neb),2015-01-08,2015,January,Thursday
796,China,2015-01-08,2015,January,Thursday
797,Seattle (Wash),2015-01-08,2015,January,Thursday
798,France,2015-01-08,2015,January,Thursday
799,Paris (France),2015-01-08,2015,January,Thursday
801,Texas,2015-01-08,2015,January,Thursday
802,Great Britain,2015-01-08,2015,January,Thursday
803,Vail (Colo),2015-01-08,2015,January,Thursday
806,Panama,2015-01-08,2015,January,Thursday
807,Midland (Tex),2015-01-08,2015,January,Thursday
813,London (England),2015-01-08,2015,January,Thursday
815,China,2015-01-08,2015,January,Thursday
818,Columbia (SC),2015-01-08,2015,January,Thursday
823,Manhattan (NYC),2015-01-08,2015,January,Thursday
825,Cuba,2015-01-08,2015,January,Thursday
830,Denmark,2015-01-08,2015,January,Thursday
835,Texas,2015-01-08,2015,January,Thursday
837,Davos (Switzerland),2015-01-08,2015,January,Thursday
838,Sweden,2015-01-08,2015,January,Thursday
839,China,2015-01-08,2015,January,Thursday
840,China,2015-01-08,2015,January,Thursday
841,Nebraska,2015-01-08,2015,January,Thursday
844,California,2015-01-08,2015,January,Thursday
846,Japan,2015-01-08,2015,January,Thursday
847,Spain,2015-01-08,2015,January,Thursday
848,Boston (Mass),2015-01-08,2015,January,Thursday
857,India,2015-01-08,2015,January,Thursday
861,Greece,2015-01-08,2015,January,Thursday
862,Great Britain,2015-01-08,2015,January,Thursday
863,Texas,2015-01-08,2015,January,Thursday
866,Boston (Mass),2015-01-08,2015,January,Thursday
867,ARKANSAS,2015-01-08,2015,January,Thursday
870,China,2015-01-08,2015,January,Thursday
872,Davos (Switzerland),2015-01-08,2015,January,Thursday
876,United States,2015-01-08,2015,January,Thursday
879,Davos (Switzerland),2015-01-08,2015,January,Thursday
883,Georgia,2015-01-08,2015,January,Thursday
884,Colorado,2015-01-08,2015,January,Thursday
885,Florida,2015-01-08,2015,January,Thursday
887,Philadelphia (Pa),2015-01-08,2015,January,Thursday
892,Manhattan (NYC),2015-01-08,2015,January,Thursday
893,United States,2015-01-08,2015,January,Thursday
894,Montclair (NJ),2015-01-08,2015,January,Thursday
897,Montana,2015-01-08,2015,January,Thursday
898,United States,2015-01-08,2015,January,Thursday
900,Long Island (NY),2015-01-08,2015,January,Thursday
902,United States,2015-01-08,2015,January,Thursday
903,United States,2015-01-09,2015,January,Friday
904,United States,2015-01-09,2015,January,Friday
905,United States,2015-01-09,2015,January,Friday
907,Guantanamo Bay Naval Base (Cuba),2015-01-09,2015,January,Friday
908,Michigan,2015-01-09,2015,January,Friday
909,Owens Valley (Calif),2015-01-09,2015,January,Friday
911,United States,2015-01-09,2015,January,Friday
914,Madeira (Portugal),2015-01-09,2015,January,Friday
917,London (England),2015-01-09,2015,January,Friday
918,Great Britain,2015-01-09,2015,January,Friday
922,Kansas,2015-01-09,2015,January,Friday
923,United States,2015-01-09,2015,January,Friday
929,"Mission District (San Francisco, Calif)",2015-01-09,2015,January,Friday
934,Israel,2015-01-09,2015,January,Friday
936,Davos (Switzerland),2015-01-09,2015,January,Friday
938,Silicon Valley (Calif),2015-01-09,2015,January,Friday
947,Switzerland,2015-01-09,2015,January,Friday
948,Davos (Switzerland),2015-01-09,2015,January,Friday
949,Canada,2015-01-09,2015,January,Friday
950,Davos (Switzerland),2015-01-09,2015,January,Friday
951,Davos (Switzerland),2015-01-09,2015,January,Friday
954,Ferguson (Mo),2015-01-09,2015,January,Friday
958,Moscow (Russia),2015-01-09,2015,January,Friday
963,Pennsylvania,2015-01-09,2015,January,Friday
971,Orange County (Calif),2015-01-09,2015,January,Friday
974,United States,2015-01-09,2015,January,Friday
979,Massachusetts,2015-01-09,2015,January,Friday
980,AFRICA,2015-01-09,2015,January,Friday
982,India,2015-01-09,2015,January,Friday
986,Great Britain,2015-01-09,2015,January,Friday
988,Europe,2015-01-09,2015,January,Friday
990,Los Angeles (Calif),2015-01-09,2015,January,Friday
991,Great Britain,2015-01-09,2015,January,Friday
992,Boise (Idaho),2015-01-09,2015,January,Friday
998,Europe,2015-01-09,2015,January,Friday
999,Davos (Switzerland),2015-01-09,2015,January,Friday
1000,Nebraska,2015-01-09,2015,January,Friday
1005,Europe,2015-01-09,2015,January,Friday
1008,Kentucky,2015-01-09,2015,January,Friday
1011,Israel,2015-01-09,2015,January,Friday
1016,Europe,2015-01-09,2015,January,Friday
1019,California,2015-01-09,2015,January,Friday
1026,Great Britain,2015-01-09,2015,January,Friday
1034,Cleveland (Ohio),2015-01-09,2015,January,Friday
1036,Iowa,2015-01-09,2015,January,Friday
1037,Salt Lake City (Utah),2015-01-09,2015,January,Friday
1039,Boston (Mass),2015-01-09,2015,January,Friday
1040,Florida,2015-01-09,2015,January,Friday
1041,Manhattan (NYC),2015-01-09,2015,January,Friday
1042,Pennsylvania,2015-01-09,2015,January,Friday
1043,Nevada,2015-01-09,2015,January,Friday
1044,ARKANSAS,2015-01-09,2015,January,Friday
1045,ARIZONA,2015-01-09,2015,January,Friday
1046,Liberia,2015-01-09,2015,January,Friday
1050,Saudi Arabia,2015-01-09,2015,January,Friday
1051,Silicon Valley (Calif),2015-01-09,2015,January,Friday
1055,Great Britain,2015-01-09,2015,January,Friday
1059,Russia,2015-01-09,2015,January,Friday
1062,China,2015-01-09,2015,January,Friday
1070,Davos (Switzerland),2015-01-09,2015,January,Friday
1071,Wisconsin,2015-01-09,2015,January,Friday
1076,United States,2015-01-09,2015,January,Friday
1083,Charleston (SC),2015-01-09,2015,January,Friday
1085,Fort Hood (Tex),2015-01-09,2015,January,Friday
1088,Europe,2015-01-10,2015,January,Saturday
1091,Oklahoma,2015-01-10,2015,January,Saturday
1094,United States,2015-01-10,2015,January,Saturday
1096,South Dakota,2015-01-10,2015,January,Saturday
1102,Pennsylvania,2015-01-10,2015,January,Saturday
1111,Belgium,2015-01-10,2015,January,Saturday
1112,Michigan,2015-01-10,2015,January,Saturday
1119,Iowa,2015-01-10,2015,January,Saturday
1122,Nevada,2015-01-10,2015,January,Saturday
1136,Oklahoma,2015-01-10,2015,January,Saturday
1137,ALASKA,2015-01-10,2015,January,Saturday
1139,London (England),2015-01-10,2015,January,Saturday
1140,New York City,2015-01-10,2015,January,Saturday
1142,New Mexico,2015-01-10,2015,January,Saturday
1143,Mojave Desert (Calif),2015-01-10,2015,January,Saturday
1146,Europe,2015-01-10,2015,January,Saturday
1149,New Jersey,2015-01-10,2015,January,Saturday
1151,Greece,2015-01-10,2015,January,Saturday
1153,ALASKA,2015-01-10,2015,January,Saturday
1158,Ireland,2015-01-10,2015,January,Saturday
1162,Silicon Valley (Calif),2015-01-10,2015,January,Saturday
1165,AMSTERDAM (NETHERLANDS),2015-01-10,2015,January,Saturday
1167,Switzerland,2015-01-11,2015,January,Sunday
1169,San Diego (Calif),2015-01-11,2015,January,Sunday
1173,Greece,2015-01-11,2015,January,Sunday
1176,Utah,2015-01-11,2015,January,Sunday
1188,Utah,2015-01-11,2015,January,Sunday
1190,Iran,2015-01-11,2015,January,Sunday
1198,China,2015-01-11,2015,January,Sunday
1204,Ukraine,2015-01-11,2015,January,Sunday
1205,Great Britain,2015-01-11,2015,January,Sunday
1207,Oklahoma,2015-01-11,2015,January,Sunday
1211,Rock Hill (SC),2015-01-11,2015,January,Sunday
1215,ARCTIC NATIONAL WILDLIFE REFUGE,2015-01-11,2015,January,Sunday
1216,Iraq,2015-01-11,2015,January,Sunday
1218,Nevada,2015-01-11,2015,January,Sunday
1219,Atlantic Ocean,2015-01-11,2015,January,Sunday
1221,United States,2015-01-11,2015,January,Sunday
1222,Japan,2015-01-11,2015,January,Sunday
1223,Hong Kong,2015-01-11,2015,January,Sunday
1224,China,2015-01-12,2015,January,Monday
1225,Ireland,2015-01-12,2015,January,Monday
1227,Switzerland,2015-01-12,2015,January,Monday
1228,China,2015-01-12,2015,January,Monday
1230,Nantucket (Mass),2015-01-12,2015,January,Monday
1231,"Red Hook (Brooklyn, NY)",2015-01-12,2015,January,Monday
1238,Michigan,2015-01-12,2015,January,Monday
1239,San Francisco (Calif),2015-01-12,2015,January,Monday
1241,Greece,2015-01-12,2015,January,Monday
1244,Georgia,2015-01-12,2015,January,Monday
1245,Europe,2015-01-12,2015,January,Monday
1247,China,2015-01-12,2015,January,Monday
1251,San Francisco (Calif),2015-01-12,2015,January,Monday
1260,Salt Lake City (Utah),2015-01-12,2015,January,Monday
1263,Georgia,2015-01-12,2015,January,Monday
1265,Indiana,2015-01-12,2015,January,Monday
1266,ARIZONA,2015-01-12,2015,January,Monday
1267,New Mexico,2015-01-12,2015,January,Monday
1269,China,2015-01-12,2015,January,Monday
1270,London (England),2015-01-12,2015,January,Monday
1271,Singapore,2015-01-12,2015,January,Monday
1273,China,2015-01-12,2015,January,Monday
1275,Greece,2015-01-12,2015,January,Monday
1276,New England States (US),2015-01-12,2015,January,Monday
1277,France,2015-01-12,2015,January,Monday
1282,China,2015-01-12,2015,January,Monday
1285,Salt Lake City (Utah),2015-01-12,2015,January,Monday
1287,China,2015-01-12,2015,January,Monday
1294,United States,2015-01-12,2015,January,Monday
1295,Greece,2015-01-12,2015,January,Monday
1303,Oklahoma,2015-01-12,2015,January,Monday
1305,Indiana,2015-01-12,2015,January,Monday
1315,California,2015-01-12,2015,January,Monday
1317,Rock Hill (SC),2015-01-12,2015,January,Monday
1325,Switzerland,2015-01-12,2015,January,Monday
1331,Palo Alto (Calif),2015-01-12,2015,January,Monday
1332,Gulf of Mexico,2015-01-12,2015,January,Monday
1333,Iran,2015-01-12,2015,January,Monday
1334,Israel,2015-01-12,2015,January,Monday
1336,Nashville (Tenn),2015-01-12,2015,January,Monday
1337,Boston (Mass),2015-01-12,2015,January,Monday
1347,Canada,2015-01-12,2015,January,Monday
1348,China,2015-01-12,2015,January,Monday
1356,China,2015-01-12,2015,January,Monday
1358,Hyannis (Mass),2015-01-12,2015,January,Monday
1359,United States,2015-01-12,2015,January,Monday
1364,Phoenix (Ariz),2015-01-12,2015,January,Monday
1365,Massachusetts,2015-01-12,2015,January,Monday
1366,Washington (DC),2015-01-12,2015,January,Monday
1373,Europe,2015-01-12,2015,January,Monday
1380,Greece,2015-01-12,2015,January,Monday
1383,Middle East,2015-01-12,2015,January,Monday
1384,Massachusetts,2015-01-12,2015,January,Monday
1389,Los Angeles (Calif),2015-01-12,2015,January,Monday
1390,Iran,2015-01-12,2015,January,Monday
1393,Detroit (Mich),2015-01-12,2015,January,Monday
1394,Saudi Arabia,2015-01-12,2015,January,Monday
1397,Los Angeles (Calif),2015-01-12,2015,January,Monday
1401,Great Britain,2015-01-12,2015,January,Monday
1405,Sweden,2015-01-12,2015,January,Monday
1407,Los Angeles (Calif),2015-01-12,2015,January,Monday
1417,Russia,2015-01-12,2015,January,Monday
1420,Ferguson (Mo),2015-01-12,2015,January,Monday
1421,Poland,2015-01-12,2015,January,Monday
1423,Great Britain,2015-01-12,2015,January,Monday
1425,Great Britain,2015-01-12,2015,January,Monday
1428,Somerville (Mass),2015-01-12,2015,January,Monday
1430,United States,2015-01-12,2015,January,Monday
1432,Great Britain,2015-01-12,2015,January,Monday
1439,United States,2015-01-12,2015,January,Monday
1440,Greece,2015-01-12,2015,January,Monday
1441,Europe,2015-01-12,2015,January,Monday
1445,Chicago (Ill),2015-01-12,2015,January,Monday
1447,China,2015-01-12,2015,January,Monday
1449,Las Vegas (Nev),2015-01-13,2015,January,Tuesday
1454,Fort Worth (Tex),2015-01-13,2015,January,Tuesday
1456,San Geronimo (Calif),2015-01-13,2015,January,Tuesday
1463,United States,2015-01-13,2015,January,Tuesday
1466,Nebraska,2015-01-13,2015,January,Tuesday
1474,Gulf of Mexico,2015-01-13,2015,January,Tuesday
1476,Georgia,2015-01-13,2015,January,Tuesday
1477,Russia,2015-01-13,2015,January,Tuesday
1478,Beijing (China),2015-01-13,2015,January,Tuesday
1479,Florida,2015-01-13,2015,January,Tuesday
1492,Zurich (Switzerland),2015-01-13,2015,January,Tuesday
1493,Europe,2015-01-13,2015,January,Tuesday
1496,Europe,2015-01-13,2015,January,Tuesday
1502,Wisconsin,2015-01-13,2015,January,Tuesday
1503,Greece,2015-01-13,2015,January,Tuesday
1504,Liberia,2015-01-13,2015,January,Tuesday
1506,Florida,2015-01-13,2015,January,Tuesday
1509,New York City,2015-01-13,2015,January,Tuesday
1517,United States,2015-01-13,2015,January,Tuesday
1519,Boston (Mass),2015-01-13,2015,January,Tuesday
1522,Ireland,2015-01-13,2015,January,Tuesday
1527,Europe,2015-01-13,2015,January,Tuesday
1534,Boston (Mass),2015-01-13,2015,January,Tuesday
1538,Greenland,2015-01-13,2015,January,Tuesday
1539,Canada,2015-01-13,2015,January,Tuesday
1545,Silicon Valley (Calif),2015-01-13,2015,January,Tuesday
1547,Saudi Arabia,2015-01-13,2015,January,Tuesday
1549,Wyoming,2015-01-13,2015,January,Tuesday
1553,ARIZONA,2015-01-13,2015,January,Tuesday
1555,India,2015-01-13,2015,January,Tuesday
1558,Tennessee,2015-01-13,2015,January,Tuesday
1576,China,2015-01-13,2015,January,Tuesday
1577,Australia,2015-01-13,2015,January,Tuesday
1578,Canada,2015-01-13,2015,January,Tuesday
1579,Spain,2015-01-13,2015,January,Tuesday
1580,North Sea,2015-01-13,2015,January,Tuesday
1582,Brussels (Belgium),2015-01-13,2015,January,Tuesday
1583,Cuba,2015-01-13,2015,January,Tuesday
1590,ARIZONA,2015-01-13,2015,January,Tuesday
1594,Russia,2015-01-13,2015,January,Tuesday
1596,Pennsylvania,2015-01-13,2015,January,Tuesday
1601,Europe,2015-01-13,2015,January,Tuesday
1602,Wilmington (Del),2015-01-13,2015,January,Tuesday
1606,Canada,2015-01-13,2015,January,Tuesday
1611,Pasadena (Calif),2015-01-13,2015,January,Tuesday
1617,Syria,2015-01-13,2015,January,Tuesday
1619,Middle East,2015-01-14,2015,January,Wednesday
1623,Lake Superior,2015-01-14,2015,January,Wednesday
1624,Colorado,2015-01-14,2015,January,Wednesday
1625,Wisconsin,2015-01-14,2015,January,Wednesday
1628,Detroit (Mich),2015-01-14,2015,January,Wednesday
1630,Japan,2015-01-14,2015,January,Wednesday
1631,South Korea,2015-01-14,2015,January,Wednesday
1633,Guantanamo Bay Naval Base (Cuba),2015-01-14,2015,January,Wednesday
1635,China,2015-01-14,2015,January,Wednesday
1636,Silicon Valley (Calif),2015-01-14,2015,January,Wednesday
1642,Europe,2015-01-14,2015,January,Wednesday
1645,Europe,2015-01-14,2015,January,Wednesday
1648,Mississippi,2015-01-14,2015,January,Wednesday
1649,Japan,2015-01-14,2015,January,Wednesday
1653,China,2015-01-14,2015,January,Wednesday
