nid,glocation,pub_date,year,month,weekday
9780,South Carolina,2015-03-11,2015,March,Wednesday
9781,AMES (IOWA),2015-03-11,2015,March,Wednesday
9782,Greece,2015-03-11,2015,March,Wednesday
9783,Europe,2015-03-11,2015,March,Wednesday
9791,Iowa,2015-03-11,2015,March,Wednesday
9792,Los Angeles (Calif),2015-03-11,2015,March,Wednesday
9794,Europe,2015-03-11,2015,March,Wednesday
9796,Macedonia,2015-03-11,2015,March,Wednesday
9797,Cuba,2015-03-11,2015,March,Wednesday
9802,Utah,2015-03-11,2015,March,Wednesday
9804,Chattanooga (Tenn),2015-03-11,2015,March,Wednesday
9806,Buffalo (NY),2015-03-11,2015,March,Wednesday
9811,Chattanooga (Tenn),2015-03-11,2015,March,Wednesday
9813,Manhattan (NYC),2015-03-11,2015,March,Wednesday
9816,Iran,2015-03-11,2015,March,Wednesday
9818,California,2015-03-11,2015,March,Wednesday
9820,Wisconsin,2015-03-11,2015,March,Wednesday
9821,Mississippi,2015-03-11,2015,March,Wednesday
9826,Boston (Mass),2015-03-11,2015,March,Wednesday
9827,Cape Canaveral (Fla),2015-03-11,2015,March,Wednesday
9828,Waller County (Tex),2015-03-11,2015,March,Wednesday
9830,Philippines,2015-03-11,2015,March,Wednesday
9831,Ohio,2015-03-11,2015,March,Wednesday
9832,Ohio,2015-03-11,2015,March,Wednesday
9833,Japan,2015-03-11,2015,March,Wednesday
9834,Mumbai (India),2015-03-11,2015,March,Wednesday
9836,Texas,2015-03-11,2015,March,Wednesday
9847,Portland (Me),2015-03-11,2015,March,Wednesday
9848,Chattanooga (Tenn),2015-03-11,2015,March,Wednesday
9852,New York City,2015-03-11,2015,March,Wednesday
9854,Pittsburgh (Pa),2015-03-11,2015,March,Wednesday
9855,South Carolina,2015-03-11,2015,March,Wednesday
9856,Denver (Colo),2015-03-11,2015,March,Wednesday
9858,Berkeley (Calif),2015-03-11,2015,March,Wednesday
9859,New Jersey,2015-03-11,2015,March,Wednesday
9861,Iran,2015-03-11,2015,March,Wednesday
9863,Delaware,2015-03-11,2015,March,Wednesday
9864,South Carolina,2015-03-11,2015,March,Wednesday
9868,Texas,2015-03-11,2015,March,Wednesday
9869,Illinois,2015-03-11,2015,March,Wednesday
9876,Iran,2015-03-11,2015,March,Wednesday
9877,New York City,2015-03-11,2015,March,Wednesday
9879,Baltimore (Md),2015-03-11,2015,March,Wednesday
9880,Chattanooga (Tenn),2015-03-11,2015,March,Wednesday
9882,Bahama Islands,2015-03-11,2015,March,Wednesday
9884,San Francisco (Calif),2015-03-11,2015,March,Wednesday
9887,Guantanamo Bay Naval Base (Cuba),2015-03-11,2015,March,Wednesday
9891,Denver (Colo),2015-03-11,2015,March,Wednesday
9893,Ferguson (Mo),2015-03-11,2015,March,Wednesday
9903,Colorado,2015-03-11,2015,March,Wednesday
9915,Chattanooga (Tenn),2015-03-11,2015,March,Wednesday
9917,Great Britain,2015-03-12,2015,March,Thursday
9918,Silicon Valley (Calif),2015-03-12,2015,March,Thursday
9922,Ohio,2015-03-12,2015,March,Thursday
9925,Charleston (SC),2015-03-12,2015,March,Thursday
9930,Germany,2015-03-12,2015,March,Thursday
9931,"Bryant Park (Manhattan, NY)",2015-03-12,2015,March,Thursday
9935,New Hampshire,2015-03-12,2015,March,Thursday
9938,South Carolina,2015-03-12,2015,March,Thursday
9939,California,2015-03-12,2015,March,Thursday
9946,China,2015-03-12,2015,March,Thursday
9952,ALASKA,2015-03-12,2015,March,Thursday
9953,Waller County (Tex),2015-03-12,2015,March,Thursday
9954,United States,2015-03-12,2015,March,Thursday
9956,New Hampshire,2015-03-12,2015,March,Thursday
9957,Los Angeles (Calif),2015-03-12,2015,March,Thursday
9959,Detroit (Mich),2015-03-12,2015,March,Thursday
9960,Cape Town (South Africa),2015-03-12,2015,March,Thursday
9965,Chattanooga (Tenn),2015-03-12,2015,March,Thursday
9970,"Far East, South and Southeast Asia and Pacific Areas",2015-03-12,2015,March,Thursday
9971,Switzerland,2015-03-12,2015,March,Thursday
9975,London (England),2015-03-12,2015,March,Thursday
9988,India,2015-03-12,2015,March,Thursday
9991,Munich (Germany),2015-03-12,2015,March,Thursday
9993,New York City,2015-03-12,2015,March,Thursday
9994,Iran,2015-03-12,2015,March,Thursday
9996,Laredo (Tex),2015-03-12,2015,March,Thursday
9997,Puerto Rico,2015-03-12,2015,March,Thursday
9999,APPALACHIAN REGION,2015-03-12,2015,March,Thursday
10000,Cuba,2015-03-12,2015,March,Thursday
10001,Waller County (Tex),2015-03-12,2015,March,Thursday
10003,New Jersey,2015-03-12,2015,March,Thursday
10005,Netherlands,2015-03-12,2015,March,Thursday
10006,Hamptons (NY),2015-03-12,2015,March,Thursday
10008,Puerto Rico,2015-03-12,2015,March,Thursday
10011,"Far East, South and Southeast Asia and Pacific Areas",2015-03-12,2015,March,Thursday
10013,United States,2015-03-12,2015,March,Thursday
10016,United States,2015-03-12,2015,March,Thursday
10017,Laredo (Tex),2015-03-12,2015,March,Thursday
10018,Chattanooga (Tenn),2015-03-12,2015,March,Thursday
10019,Block Island (RI),2015-03-12,2015,March,Thursday
10021,Miami (Fla),2015-03-12,2015,March,Thursday
10024,Dugway Proving Ground (Utah),2015-03-12,2015,March,Thursday
10026,Manhattan (NYC),2015-03-12,2015,March,Thursday
10027,Oklahoma,2015-03-12,2015,March,Thursday
10029,Lafayette (La),2015-03-12,2015,March,Thursday
10030,New Jersey,2015-03-12,2015,March,Thursday
10032,San Francisco (Calif),2015-03-12,2015,March,Thursday
10033,Great Britain,2015-03-12,2015,March,Thursday
10035,United States,2015-03-12,2015,March,Thursday
10036,Ecuador,2015-03-12,2015,March,Thursday
10039,Lafayette (La),2015-03-12,2015,March,Thursday
10043,New Jersey,2015-03-12,2015,March,Thursday
10046,Yellowstone National Park,2015-03-12,2015,March,Thursday
10047,Lafayette (La),2015-03-12,2015,March,Thursday
10048,New York City,2015-03-13,2015,March,Friday
10050,"Flatbush (Brooklyn, NY)",2015-03-13,2015,March,Friday
10051,California,2015-03-13,2015,March,Friday
10052,United States,2015-03-13,2015,March,Friday
10053,Texas,2015-03-13,2015,March,Friday
10055,United States,2015-03-13,2015,March,Friday
10056,Greece,2015-03-13,2015,March,Friday
10058,Cook County (Ill),2015-03-13,2015,March,Friday
10059,United States,2015-03-13,2015,March,Friday
10065,Mexico,2015-03-13,2015,March,Friday
10068,England,2015-03-13,2015,March,Friday
10073,Philadelphia (Pa),2015-03-13,2015,March,Friday
10077,Kentucky,2015-03-13,2015,March,Friday
10078,Waller County (Tex),2015-03-13,2015,March,Friday
10085,Lafayette (La),2015-03-13,2015,March,Friday
10086,Chattanooga (Tenn),2015-03-13,2015,March,Friday
10087,Lafayette (La),2015-03-13,2015,March,Friday
10090,San Francisco (Calif),2015-03-13,2015,March,Friday
10091,Central America,2015-03-13,2015,March,Friday
10092,Waller County (Tex),2015-03-13,2015,March,Friday
10093,Iowa,2015-03-13,2015,March,Friday
10095,Libya,2015-03-13,2015,March,Friday
10098,Texas,2015-03-13,2015,March,Friday
10100,Las Vegas (Nev),2015-03-13,2015,March,Friday
10101,Wisconsin,2015-03-13,2015,March,Friday
10102,South Carolina,2015-03-13,2015,March,Friday
10135,New Jersey,2015-03-13,2015,March,Friday
10137,Uganda,2015-03-13,2015,March,Friday
10143,Europe,2015-03-13,2015,March,Friday
10144,Waller County (Tex),2015-03-13,2015,March,Friday
10146,Texas,2015-03-13,2015,March,Friday
10150,Lafayette (La),2015-03-13,2015,March,Friday
10153,New York City,2015-03-13,2015,March,Friday
10154,Puerto Rico,2015-03-13,2015,March,Friday
10155,Switzerland,2015-03-13,2015,March,Friday
10156,United States,2015-03-13,2015,March,Friday
10157,Dublin (Ireland),2015-03-13,2015,March,Friday
10161,Shenzhen (China),2015-03-13,2015,March,Friday
10165,Ethiopia,2015-03-13,2015,March,Friday
10168,Middle East,2015-03-13,2015,March,Friday
10173,Israel,2015-03-13,2015,March,Friday
10174,Greece,2015-03-13,2015,March,Friday
10177,Iran,2015-03-13,2015,March,Friday
10178,Brazil,2015-03-13,2015,March,Friday
10179,Greece,2015-03-13,2015,March,Friday
10181,Israel,2015-03-13,2015,March,Friday
10182,Hispaniola,2015-03-13,2015,March,Friday
10184,Ethiopia,2015-03-13,2015,March,Friday
10193,Vietnam,2015-03-13,2015,March,Friday
10194,Great Britain,2015-03-13,2015,March,Friday
10195,New York City,2015-03-13,2015,March,Friday
10198,California,2015-03-13,2015,March,Friday
10199,Texas,2015-03-13,2015,March,Friday
10201,Milwaukee (Wis),2015-03-13,2015,March,Friday
10202,Lafayette (La),2015-03-13,2015,March,Friday
10204,Lafayette (La),2015-03-13,2015,March,Friday
10213,Shanghai (China),2015-03-13,2015,March,Friday
10215,Switzerland,2015-03-13,2015,March,Friday
10221,United States,2015-03-13,2015,March,Friday
10222,United States,2015-03-13,2015,March,Friday
10225,Florida,2015-03-13,2015,March,Friday
10226,AFRICA,2015-03-13,2015,March,Friday
10227,United States,2015-03-13,2015,March,Friday
10228,New Hampshire,2015-03-13,2015,March,Friday
10234,New York City,2015-03-13,2015,March,Friday
10235,Jamestown (Va),2015-03-13,2015,March,Friday
10238,Florida,2015-03-14,2015,March,Saturday
10240,Cleveland (Ohio),2015-03-14,2015,March,Saturday
10243,Sarasota (Fla),2015-03-14,2015,March,Saturday
10245,AMHERST (MASS),2015-03-14,2015,March,Saturday
10248,Michigan,2015-03-14,2015,March,Saturday
10250,Philadelphia (Pa),2015-03-14,2015,March,Saturday
10253,South Carolina,2015-03-14,2015,March,Saturday
10257,Ireland,2015-03-14,2015,March,Saturday
10258,Hong Kong,2015-03-14,2015,March,Saturday
10259,Russia,2015-03-14,2015,March,Saturday
10260,United States,2015-03-14,2015,March,Saturday
10261,Waller County (Tex),2015-03-14,2015,March,Saturday
10265,Aurora (Colo),2015-03-14,2015,March,Saturday
10267,Boston (Mass),2015-03-14,2015,March,Saturday
10269,Great Britain,2015-03-14,2015,March,Saturday
10270,Los Angeles (Calif),2015-03-14,2015,March,Saturday
10276,Great Britain,2015-03-15,2015,March,Sunday
10278,London (England),2015-03-15,2015,March,Sunday
10281,Washington (DC),2015-03-15,2015,March,Sunday
10283,Cleveland (Ohio),2015-03-15,2015,March,Sunday
10285,New Hampshire,2015-03-15,2015,March,Sunday
10288,Silicon Valley (Calif),2015-03-15,2015,March,Sunday
10291,"Far East, South and Southeast Asia and Pacific Areas",2015-03-15,2015,March,Sunday
10292,Greece,2015-03-15,2015,March,Sunday
10297,Egypt,2015-03-15,2015,March,Sunday
10299,United States,2015-03-15,2015,March,Sunday
10300,Waller County (Tex),2015-03-15,2015,March,Sunday
10301,New Hampshire,2015-03-15,2015,March,Sunday
10303,Cincinnati (Ohio),2015-03-15,2015,March,Sunday
10305,ALBUQUERQUE (NM),2015-03-15,2015,March,Sunday
10306,Puerto Rico,2015-03-15,2015,March,Sunday
10307,United States,2015-03-15,2015,March,Sunday
10308,New York City,2015-03-15,2015,March,Sunday
10311,United States,2015-03-15,2015,March,Sunday
10312,Hwange National Park (Zimbabwe),2015-03-15,2015,March,Sunday
10315,Maryland,2015-03-15,2015,March,Sunday
10317,Santa Cruz (Calif),2015-03-15,2015,March,Sunday
10321,Virginia,2015-03-15,2015,March,Sunday
10332,Riverton (Wyo),2015-03-15,2015,March,Sunday
10333,Santander (Spain),2015-03-15,2015,March,Sunday
10334,Hague (Netherlands),2015-03-15,2015,March,Sunday
10335,Germany,2015-03-15,2015,March,Sunday
10336,Great Britain,2015-03-15,2015,March,Sunday
10337,Illinois,2015-03-15,2015,March,Sunday
10340,Great Britain,2015-03-15,2015,March,Sunday
10342,United States,2015-03-15,2015,March,Sunday
10343,Netherlands,2015-03-16,2015,March,Monday
10344,Mexico,2015-03-16,2015,March,Monday
10345,China,2015-03-16,2015,March,Monday
10351,Tennessee,2015-03-16,2015,March,Monday
10352,Oregon,2015-03-16,2015,March,Monday
10355,Cincinnati (Ohio),2015-03-16,2015,March,Monday
10362,France,2015-03-16,2015,March,Monday
10368,Southeastern States (US),2015-03-16,2015,March,Monday
10373,California,2015-03-16,2015,March,Monday
10378,ABU GHRAIB (IRAQ),2015-03-16,2015,March,Monday
10379,Maryland,2015-03-16,2015,March,Monday
10380,Los Angeles (Calif),2015-03-16,2015,March,Monday
10381,Europe,2015-03-16,2015,March,Monday
10384,"Hudson Yards (Manhattan, NY)",2015-03-16,2015,March,Monday
10389,AFGHANISTAN,2015-03-16,2015,March,Monday
10394,Colorado,2015-03-16,2015,March,Monday
10397,Baltimore (Md),2015-03-16,2015,March,Monday
10398,North Charleston (SC),2015-03-16,2015,March,Monday
10400,Waller County (Tex),2015-03-16,2015,March,Monday
10404,Paris (France),2015-03-16,2015,March,Monday
10406,Great Britain,2015-03-16,2015,March,Monday
10407,Ohio,2015-03-16,2015,March,Monday
10409,China,2015-03-16,2015,March,Monday
10410,China,2015-03-16,2015,March,Monday
10413,Iran,2015-03-16,2015,March,Monday
10419,Fort Lauderdale (Fla),2015-03-16,2015,March,Monday
10420,Florida,2015-03-16,2015,March,Monday
10422,Montana,2015-03-16,2015,March,Monday
10424,France,2015-03-16,2015,March,Monday
10425,Florida,2015-03-16,2015,March,Monday
10433,Sudan,2015-03-16,2015,March,Monday
10438,Charleston (SC),2015-03-16,2015,March,Monday
10440,Missouri,2015-03-16,2015,March,Monday
10444,Europe,2015-03-16,2015,March,Monday
10445,Washington (DC),2015-03-16,2015,March,Monday
10446,Florida,2015-03-16,2015,March,Monday
10451,Texas,2015-03-16,2015,March,Monday
10452,Charleston (SC),2015-03-16,2015,March,Monday
10453,Austin (Tex),2015-03-16,2015,March,Monday
10455,North Carolina,2015-03-16,2015,March,Monday
10458,ALABAMA,2015-03-16,2015,March,Monday
10460,Maine,2015-03-16,2015,March,Monday
10461,Cincinnati (Ohio),2015-03-16,2015,March,Monday
10462,Washington (DC),2015-03-16,2015,March,Monday
10466,Tokyo (Japan),2015-03-16,2015,March,Monday
10467,New Orleans (La),2015-03-16,2015,March,Monday
10468,Silicon Valley (Calif),2015-03-16,2015,March,Monday
10471,Texas,2015-03-16,2015,March,Monday
10473,Western States (US),2015-03-16,2015,March,Monday
10474,San Francisco (Calif),2015-03-16,2015,March,Monday
10483,Pacific Palisades (Calif),2015-03-16,2015,March,Monday
10515,Southern States (US),2015-03-16,2015,March,Monday
10517,Staten Island (NYC),2015-03-16,2015,March,Monday
10520,Puerto Rico,2015-03-16,2015,March,Monday
10523,Memphis (Tenn),2015-03-16,2015,March,Monday
10533,New York State,2015-03-16,2015,March,Monday
10534,Baltimore (Md),2015-03-16,2015,March,Monday
10537,Pocomoke City (Md),2015-03-16,2015,March,Monday
10539,Greece,2015-03-16,2015,March,Monday
10542,Brazil,2015-03-17,2015,March,Tuesday
10544,China,2015-03-17,2015,March,Tuesday
10545,London (England),2015-03-17,2015,March,Tuesday
10546,"Far East, South and Southeast Asia and Pacific Areas",2015-03-17,2015,March,Tuesday
10547,Iowa,2015-03-17,2015,March,Tuesday
10548,St Lawrence Island (Alaska),2015-03-17,2015,March,Tuesday
10549,Greece,2015-03-17,2015,March,Tuesday
10551,China,2015-03-17,2015,March,Tuesday
10558,New York State,2015-03-17,2015,March,Tuesday
10559,California,2015-03-17,2015,March,Tuesday
10573,APPALACHIAN REGION,2015-03-17,2015,March,Tuesday
10575,Great Britain,2015-03-17,2015,March,Tuesday
10576,Silicon Valley (Calif),2015-03-17,2015,March,Tuesday
10577,Georgia,2015-03-17,2015,March,Tuesday
10578,Uganda,2015-03-17,2015,March,Tuesday
10580,New Jersey,2015-03-17,2015,March,Tuesday
10583,California,2015-03-17,2015,March,Tuesday
10584,Great Britain,2015-03-17,2015,March,Tuesday
10586,Puerto Rico,2015-03-17,2015,March,Tuesday
10592,Puerto Rico,2015-03-17,2015,March,Tuesday
10599,Pennsylvania,2015-03-17,2015,March,Tuesday
10600,Canada,2015-03-17,2015,March,Tuesday
10601,New Zealand,2015-03-17,2015,March,Tuesday
10602,Charlotte (NC),2015-03-17,2015,March,Tuesday
10604,Memphis (Tenn),2015-03-17,2015,March,Tuesday
10605,Kentucky,2015-03-17,2015,March,Tuesday
10607,Texas,2015-03-17,2015,March,Tuesday
10608,Bermuda,2015-03-17,2015,March,Tuesday
10613,United States,2015-03-17,2015,March,Tuesday
10619,France,2015-03-17,2015,March,Tuesday
10620,China,2015-03-17,2015,March,Tuesday
10621,China,2015-03-17,2015,March,Tuesday
10624,Chattanooga (Tenn),2015-03-17,2015,March,Tuesday
10627,San Bernardino County (Calif),2015-03-17,2015,March,Tuesday
10630,Houston (Tex),2015-03-17,2015,March,Tuesday
10633,Spain,2015-03-17,2015,March,Tuesday
10638,Ferguson (Mo),2015-03-17,2015,March,Tuesday
10641,New Jersey,2015-03-17,2015,March,Tuesday
10648,Tennessee,2015-03-17,2015,March,Tuesday
10649,United Arab Emirates,2015-03-17,2015,March,Tuesday
10650,Queens (NYC),2015-03-17,2015,March,Tuesday
10657,New Hampshire,2015-03-17,2015,March,Tuesday
10658,Australia,2015-03-17,2015,March,Tuesday
10661,Oklahoma,2015-03-17,2015,March,Tuesday
10662,Milwaukee (Wis),2015-03-17,2015,March,Tuesday
10663,Iowa,2015-03-17,2015,March,Tuesday
10664,Puerto Rico,2015-03-17,2015,March,Tuesday
10666,Virginia,2015-03-17,2015,March,Tuesday
10668,Covington (Ky),2015-03-17,2015,March,Tuesday
10671,France,2015-03-17,2015,March,Tuesday
10672,Ferguson (Mo),2015-03-17,2015,March,Tuesday
10674,"Far East, South and Southeast Asia and Pacific Areas",2015-03-17,2015,March,Tuesday
10677,Iran,2015-03-17,2015,March,Tuesday
10680,Europe,2015-03-18,2015,March,Wednesday
10689,Iran,2015-03-18,2015,March,Wednesday
10691,Qatar,2015-03-18,2015,March,Wednesday
10695,California,2015-03-18,2015,March,Wednesday
10702,South America,2015-03-18,2015,March,Wednesday
10705,California,2015-03-18,2015,March,Wednesday
10710,North Carolina,2015-03-18,2015,March,Wednesday
10712,Israel,2015-03-18,2015,March,Wednesday
10714,Los Angeles (Calif),2015-03-18,2015,March,Wednesday
10716,Iowa,2015-03-18,2015,March,Wednesday
10719,New Hampshire,2015-03-18,2015,March,Wednesday
10724,Aurora (Colo),2015-03-18,2015,March,Wednesday
10725,United States,2015-03-18,2015,March,Wednesday
10730,California,2015-03-18,2015,March,Wednesday
10731,United States,2015-03-18,2015,March,Wednesday
10733,South Korea,2015-03-18,2015,March,Wednesday
10735,Faribault (Minn),2015-03-18,2015,March,Wednesday
10741,Nicodemus (Kan),2015-03-18,2015,March,Wednesday
10742,Germany,2015-03-18,2015,March,Wednesday
10750,Virginia,2015-03-18,2015,March,Wednesday
10751,Detroit (Mich),2015-03-18,2015,March,Wednesday
10752,Syria,2015-03-18,2015,March,Wednesday
10754,Pennsylvania,2015-03-18,2015,March,Wednesday
10756,Texas,2015-03-18,2015,March,Wednesday
10759,China,2015-03-18,2015,March,Wednesday
10765,Charlotte (NC),2015-03-18,2015,March,Wednesday
10767,Israel,2015-03-18,2015,March,Wednesday
10771,Ferguson (Mo),2015-03-18,2015,March,Wednesday
10773,New York State,2015-03-18,2015,March,Wednesday
10774,"Phoenix Mountains Preserve (Phoenix, Ariz)",2015-03-18,2015,March,Wednesday
10779,Puerto Rico,2015-03-18,2015,March,Wednesday
10781,Cleveland (Ohio),2015-03-18,2015,March,Wednesday
10789,ARKANSAS,2015-03-18,2015,March,Wednesday
10794,Florida,2015-03-18,2015,March,Wednesday
10798,Martha's Vineyard (Mass),2015-03-18,2015,March,Wednesday
10803,United States,2015-03-18,2015,March,Wednesday
10804,Seneca (SC),2015-03-18,2015,March,Wednesday
10815,San Joaquin Valley (Calif),2015-03-18,2015,March,Wednesday
10817,New York City,2015-03-18,2015,March,Wednesday
10820,Iran,2015-03-18,2015,March,Wednesday
10830,Animas River (Colo-NM),2015-03-18,2015,March,Wednesday
10833,Guantanamo Bay Naval Base (Cuba),2015-03-18,2015,March,Wednesday
10835,New Mexico,2015-03-18,2015,March,Wednesday
10836,New Mexico,2015-03-18,2015,March,Wednesday
10838,Louisiana,2015-03-18,2015,March,Wednesday
10839,Ferguson (Mo),2015-03-18,2015,March,Wednesday
10841,Atlanta (Ga),2015-03-18,2015,March,Wednesday
10844,California,2015-03-18,2015,March,Wednesday
10845,Atlanta (Ga),2015-03-18,2015,March,Wednesday
10847,Ferguson (Mo),2015-03-18,2015,March,Wednesday
10848,Puerto Rico,2015-03-18,2015,March,Wednesday
10854,Ferguson (Mo),2015-03-18,2015,March,Wednesday
10857,Iowa,2015-03-18,2015,March,Wednesday
10858,ARLINGTON (TEX),2015-03-18,2015,March,Wednesday
10894,Vermont,2015-03-18,2015,March,Wednesday
10895,California,2015-03-18,2015,March,Wednesday
10896,Ferguson (Mo),2015-03-18,2015,March,Wednesday
10899,Harris County (Tex),2015-03-19,2015,March,Thursday
10900,Finland,2015-03-19,2015,March,Thursday
10908,"SoHo (Manhattan, NY)",2015-03-19,2015,March,Thursday
10910,China,2015-03-19,2015,March,Thursday
10915,Ferguson (Mo),2015-03-19,2015,March,Thursday
10916,Europe,2015-03-19,2015,March,Thursday
10917,ARKANSAS,2015-03-19,2015,March,Thursday
10919,China,2015-03-19,2015,March,Thursday
10922,Albemarle Sound,2015-03-19,2015,March,Thursday
10924,Colorado,2015-03-19,2015,March,Thursday
10925,Los Angeles (Calif),2015-03-19,2015,March,Thursday
10927,Silicon Valley (Calif),2015-03-19,2015,March,Thursday
10928,New York State,2015-03-19,2015,March,Thursday
10931,Ferguson (Mo),2015-03-19,2015,March,Thursday
10933,Ferguson (Mo),2015-03-19,2015,March,Thursday
10937,Utah,2015-03-19,2015,March,Thursday
10940,Great Britain,2015-03-19,2015,March,Thursday
10945,Pacific Northwestern States (US),2015-03-19,2015,March,Thursday
10946,Los Angeles (Calif),2015-03-19,2015,March,Thursday
10949,Washington (DC),2015-03-19,2015,March,Thursday
10956,Kentucky,2015-03-19,2015,March,Thursday
10957,Ferguson (Mo),2015-03-19,2015,March,Thursday
10960,New Hampshire,2015-03-19,2015,March,Thursday
10963,Ferguson (Mo),2015-03-19,2015,March,Thursday
10969,China,2015-03-19,2015,March,Thursday
10976,Greece,2015-03-19,2015,March,Thursday
10977,St Louis County (Mo),2015-03-19,2015,March,Thursday
10985,Carlton (Wis),2015-03-19,2015,March,Thursday
10988,Sacramento (Calif),2015-03-19,2015,March,Thursday
10989,China,2015-03-19,2015,March,Thursday
10991,Iraq,2015-03-19,2015,March,Thursday
10993,Iowa,2015-03-19,2015,March,Thursday
10997,Mississippi,2015-03-19,2015,March,Thursday
10998,New Hampshire,2015-03-19,2015,March,Thursday
11001,New York City,2015-03-19,2015,March,Thursday
11002,South China Sea,2015-03-19,2015,March,Thursday
11007,ARLINGTON (TEX),2015-03-19,2015,March,Thursday
11008,AFGHANISTAN,2015-03-19,2015,March,Thursday
11011,Mississippi,2015-03-19,2015,March,Thursday
11012,China,2015-03-19,2015,March,Thursday
11014,New Mexico,2015-03-19,2015,March,Thursday
11015,Puerto Rico,2015-03-19,2015,March,Thursday
11019,China,2015-03-19,2015,March,Thursday
11021,China,2015-03-19,2015,March,Thursday
11023,London (England),2015-03-19,2015,March,Thursday
11026,Great Britain,2015-03-19,2015,March,Thursday
11030,China,2015-03-19,2015,March,Thursday
11034,Great Britain,2015-03-19,2015,March,Thursday
11035,Mississippi,2015-03-19,2015,March,Thursday
11036,New Hampshire,2015-03-19,2015,March,Thursday
11041,United States,2015-03-19,2015,March,Thursday
11042,Brooklyn (NYC),2015-03-19,2015,March,Thursday
11050,China,2015-03-19,2015,March,Thursday
11053,Yonkers (NY),2015-03-19,2015,March,Thursday
11054,China,2015-03-20,2015,March,Friday
11055,Bayreuth (Germany),2015-03-20,2015,March,Friday
11056,Buenos Aires (Argentina),2015-03-20,2015,March,Friday
11058,Germany,2015-03-20,2015,March,Friday
11059,San Diego (Calif),2015-03-20,2015,March,Friday
11060,Pennsylvania,2015-03-20,2015,March,Friday
11064,California,2015-03-20,2015,March,Friday
11067,ARLINGTON (TEX),2015-03-20,2015,March,Friday
11069,West Virginia,2015-03-20,2015,March,Friday
11072,Ohio,2015-03-20,2015,March,Friday
11073,Iran,2015-03-20,2015,March,Friday
11075,Colorado,2015-03-20,2015,March,Friday
11076,Minnesota,2015-03-20,2015,March,Friday
11079,Mississippi,2015-03-20,2015,March,Friday
11080,Ukraine,2015-03-20,2015,March,Friday
11081,United States,2015-03-20,2015,March,Friday
11083,Wisconsin,2015-03-20,2015,March,Friday
11086,California,2015-03-20,2015,March,Friday
11087,United States,2015-03-20,2015,March,Friday
11088,Manhattan (NYC),2015-03-20,2015,March,Friday
11089,China,2015-03-20,2015,March,Friday
11094,"Harlem (Manhattan, NY)",2015-03-20,2015,March,Friday
11095,Israel,2015-03-20,2015,March,Friday
11097,South Korea,2015-03-20,2015,March,Friday
11099,Europe,2015-03-20,2015,March,Friday
11100,Kentucky,2015-03-20,2015,March,Friday
11103,New Hampshire,2015-03-20,2015,March,Friday
11104,Pebble Beach (Calif),2015-03-20,2015,March,Friday
11109,Colorado,2015-03-20,2015,March,Friday
11110,Israel,2015-03-20,2015,March,Friday
11113,California,2015-03-20,2015,March,Friday
11114,Los Angeles (Calif),2015-03-20,2015,March,Friday
11115,Middle East,2015-03-20,2015,March,Friday
11119,China,2015-03-20,2015,March,Friday
11121,Des Moines (Iowa),2015-03-20,2015,March,Friday
11122,Atlanta (Ga),2015-03-20,2015,March,Friday
11127,Animas River (Colo-NM),2015-03-20,2015,March,Friday
11129,Washington (State),2015-03-20,2015,March,Friday
11130,Brazil,2015-03-20,2015,March,Friday
11132,Canada,2015-03-20,2015,March,Friday
11135,ARLINGTON (TEX),2015-03-20,2015,March,Friday
11136,China,2015-03-20,2015,March,Friday
11137,West Virginia,2015-03-20,2015,March,Friday
11138,Hawaii,2015-03-20,2015,March,Friday
11141,Germany,2015-03-20,2015,March,Friday
11143,Iowa,2015-03-20,2015,March,Friday
11146,Finland,2015-03-20,2015,March,Friday
11147,Iraq,2015-03-20,2015,March,Friday
11148,Vermont,2015-03-20,2015,March,Friday
11154,Boston Harbor (Mass),2015-03-20,2015,March,Friday
11158,Karnes City (Tex),2015-03-20,2015,March,Friday
11159,Ferguson (Mo),2015-03-20,2015,March,Friday
11160,Cuba,2015-03-20,2015,March,Friday
11161,Starkville (Miss),2015-03-20,2015,March,Friday
11162,Florida,2015-03-21,2015,March,Saturday
11163,Charlotte (NC),2015-03-21,2015,March,Saturday
11164,Italy,2015-03-21,2015,March,Saturday
11167,Des Moines (Iowa),2015-03-21,2015,March,Saturday
11169,New Hampshire,2015-03-21,2015,March,Saturday
11170,China,2015-03-21,2015,March,Saturday
11172,Mexico,2015-03-21,2015,March,Saturday
11173,Hollywood (Calif),2015-03-21,2015,March,Saturday
11175,Guantanamo Bay Naval Base (Cuba),2015-03-21,2015,March,Saturday
11176,Madrid (Spain),2015-03-21,2015,March,Saturday
11179,Michigan,2015-03-21,2015,March,Saturday
11182,Pennsylvania,2015-03-21,2015,March,Saturday
11187,Houston (Tex),2015-03-21,2015,March,Saturday
11190,Iowa,2015-03-21,2015,March,Saturday
11195,Mississippi,2015-03-21,2015,March,Saturday
11197,Iowa,2015-03-21,2015,March,Saturday
11198,Ferguson (Mo),2015-03-21,2015,March,Saturday
11199,California,2015-03-21,2015,March,Saturday
11200,Iraq,2015-03-22,2015,March,Sunday
11202,Massachusetts,2015-03-22,2015,March,Sunday
11203,Virginia,2015-03-22,2015,March,Sunday
11204,France,2015-03-22,2015,March,Sunday
11205,Martha's Vineyard (Mass),2015-03-22,2015,March,Sunday
11207,Des Moines (Iowa),2015-03-22,2015,March,Sunday
