nid,glocation,pub_date,year,month,weekday
2,Louisiana,2015-01-01,2015,January,Thursday
3,United States,2015-01-01,2015,January,Thursday
5,Boston (Mass),2015-01-01,2015,January,Thursday
6,Killeen (Tex),2015-01-01,2015,January,Thursday
11,"East Village (Manhattan, NY)",2015-01-01,2015,January,Thursday
12,Naples (Fla),2015-01-01,2015,January,Thursday
13,Europe,2015-01-01,2015,January,Thursday
17,Japan,2015-01-01,2015,January,Thursday
18,Dagestan (Russia),2015-01-01,2015,January,Thursday
21,Turkey,2015-01-02,2015,January,Friday
23,Las Cruces (NM),2015-01-02,2015,January,Friday
24,Peachtree City (Ga),2015-01-02,2015,January,Friday
25,Boston (Mass),2015-01-02,2015,January,Friday
35,United States,2015-01-02,2015,January,Friday
36,Europe,2015-01-02,2015,January,Friday
37,Virginia,2015-01-02,2015,January,Friday
39,Pennsylvania,2015-01-02,2015,January,Friday
40,United States,2015-01-02,2015,January,Friday
42,ANTARCTIC REGIONS,2015-01-02,2015,January,Friday
55,New Zealand,2015-01-02,2015,January,Friday
56,Europe,2015-01-03,2015,January,Saturday
59,Boston (Mass),2015-01-03,2015,January,Saturday
60,Kentucky,2015-01-03,2015,January,Saturday
61,Michigan,2015-01-03,2015,January,Saturday
62,Colorado,2015-01-03,2015,January,Saturday
72,United States,2015-01-03,2015,January,Saturday
73,Boston (Mass),2015-01-03,2015,January,Saturday
75,United States,2015-01-03,2015,January,Saturday
76,Florida,2015-01-04,2015,January,Sunday
89,Nebraska,2015-01-04,2015,January,Sunday
92,United States,2015-01-04,2015,January,Sunday
97,Louisiana,2015-01-05,2015,January,Monday
99,Cape Canaveral (Fla),2015-01-05,2015,January,Monday
103,Vernon (Vt),2015-01-05,2015,January,Monday
105,Pennsylvania,2015-01-05,2015,January,Monday
107,Las Vegas (Nev),2015-01-05,2015,January,Monday
108,Boston (Mass),2015-01-05,2015,January,Monday
111,United States,2015-01-05,2015,January,Monday
112,France,2015-01-05,2015,January,Monday
113,Gilbert (Ariz),2015-01-05,2015,January,Monday
128,Ferguson (Mo),2015-01-05,2015,January,Monday
129,Quebec Province (Canada),2015-01-05,2015,January,Monday
135,Indonesia,2015-01-05,2015,January,Monday
136,Iceland,2015-01-05,2015,January,Monday
138,Botswana,2015-01-05,2015,January,Monday
140,Cambridge (Mass),2015-01-05,2015,January,Monday
143,Wisconsin,2015-01-05,2015,January,Monday
145,Europe,2015-01-05,2015,January,Monday
146,California,2015-01-05,2015,January,Monday
151,ARGENTINA,2015-01-05,2015,January,Monday
154,Florida,2015-01-05,2015,January,Monday
155,Illinois,2015-01-05,2015,January,Monday
156,Europe,2015-01-06,2015,January,Tuesday
157,"Mission District (San Francisco, Calif)",2015-01-06,2015,January,Tuesday
158,United States,2015-01-06,2015,January,Tuesday
159,Pennsylvania,2015-01-06,2015,January,Tuesday
161,Guantanamo Bay Naval Base (Cuba),2015-01-06,2015,January,Tuesday
162,United States,2015-01-06,2015,January,Tuesday
169,Great Britain,2015-01-06,2015,January,Tuesday
172,Virginia,2015-01-06,2015,January,Tuesday
174,Portugal,2015-01-06,2015,January,Tuesday
183,United States,2015-01-06,2015,January,Tuesday
185,Worcester (Mass),2015-01-06,2015,January,Tuesday
186,Florida,2015-01-06,2015,January,Tuesday
190,United States,2015-01-06,2015,January,Tuesday
199,Houston (Tex),2015-01-06,2015,January,Tuesday
200,New York City,2015-01-06,2015,January,Tuesday
203,El Paso (Tex),2015-01-06,2015,January,Tuesday
204,Great Britain,2015-01-07,2015,January,Wednesday
205,United States,2015-01-07,2015,January,Wednesday
207,Atlanta (Ga),2015-01-07,2015,January,Wednesday
208,Moab (Utah),2015-01-07,2015,January,Wednesday
209,Ferguson (Mo),2015-01-07,2015,January,Wednesday
212,Washington (DC),2015-01-07,2015,January,Wednesday
213,San Francisco (Calif),2015-01-07,2015,January,Wednesday
215,United States,2015-01-07,2015,January,Wednesday
219,Greece,2015-01-07,2015,January,Wednesday
224,New England States (US),2015-01-07,2015,January,Wednesday
225,South Carolina,2015-01-07,2015,January,Wednesday
236,United States,2015-01-07,2015,January,Wednesday
242,United States,2015-01-07,2015,January,Wednesday
243,Texas,2015-01-07,2015,January,Wednesday
244,North Korea,2015-01-07,2015,January,Wednesday
247,China,2015-01-07,2015,January,Wednesday
250,Nantucket Sound (Mass),2015-01-08,2015,January,Thursday
251,Mississippi,2015-01-08,2015,January,Thursday
255,Massachusetts,2015-01-08,2015,January,Thursday
257,California,2015-01-08,2015,January,Thursday
258,El Paso (Tex),2015-01-08,2015,January,Thursday
260,Oklahoma,2015-01-08,2015,January,Thursday
262,South Korea,2015-01-08,2015,January,Thursday
268,Rhode Island,2015-01-08,2015,January,Thursday
269,Hong Kong,2015-01-08,2015,January,Thursday
270,United States,2015-01-08,2015,January,Thursday
271,Spain,2015-01-08,2015,January,Thursday
279,Spain,2015-01-08,2015,January,Thursday
284,San Francisco (Calif),2015-01-08,2015,January,Thursday
285,California,2015-01-08,2015,January,Thursday
287,United States,2015-01-08,2015,January,Thursday
289,Vermont,2015-01-08,2015,January,Thursday
291,Detroit (Mich),2015-01-08,2015,January,Thursday
293,London (England),2015-01-08,2015,January,Thursday
294,Great Britain,2015-01-08,2015,January,Thursday
295,Spain,2015-01-08,2015,January,Thursday
296,Phoenix (Ariz),2015-01-08,2015,January,Thursday
297,United States,2015-01-08,2015,January,Thursday
298,California,2015-01-08,2015,January,Thursday
299,California,2015-01-08,2015,January,Thursday
301,Georgia,2015-01-08,2015,January,Thursday
304,Cleveland (Ohio),2015-01-08,2015,January,Thursday
306,Liberia,2015-01-08,2015,January,Thursday
312,Ohio,2015-01-09,2015,January,Friday
313,Kansas,2015-01-09,2015,January,Friday
314,Canada,2015-01-09,2015,January,Friday
315,West Virginia,2015-01-09,2015,January,Friday
316,Greece,2015-01-09,2015,January,Friday
317,New York State,2015-01-09,2015,January,Friday
319,Colorado Springs (Colo),2015-01-09,2015,January,Friday
321,China,2015-01-09,2015,January,Friday
323,South Carolina,2015-01-09,2015,January,Friday
324,United States,2015-01-09,2015,January,Friday
326,Hong Kong,2015-01-09,2015,January,Friday
327,Bermuda,2015-01-09,2015,January,Friday
338,United States,2015-01-09,2015,January,Friday
339,Nebraska,2015-01-09,2015,January,Friday
343,Great Britain,2015-01-09,2015,January,Friday
344,Baltimore (Md),2015-01-09,2015,January,Friday
346,United States,2015-01-09,2015,January,Friday
352,Las Vegas (Nev),2015-01-09,2015,January,Friday
354,Seattle (Wash),2015-01-09,2015,January,Friday
361,Tennessee,2015-01-09,2015,January,Friday
375,Hobbs (NM),2015-01-10,2015,January,Saturday
377,South Carolina,2015-01-10,2015,January,Saturday
378,Middle East,2015-01-10,2015,January,Saturday
380,Kenya,2015-01-10,2015,January,Saturday
381,Oklahoma,2015-01-10,2015,January,Saturday
382,Hyattsville (Md),2015-01-10,2015,January,Saturday
384,Nashville (Tenn),2015-01-10,2015,January,Saturday
388,Cape Canaveral (Fla),2015-01-10,2015,January,Saturday
390,Illinois,2015-01-10,2015,January,Saturday
392,Florida,2015-01-10,2015,January,Saturday
393,Florida,2015-01-10,2015,January,Saturday
394,Baltimore (Md),2015-01-10,2015,January,Saturday
397,Philadelphia (Pa),2015-01-11,2015,January,Sunday
413,Silicon Valley (Calif),2015-01-11,2015,January,Sunday
416,Hong Kong,2015-01-12,2015,January,Monday
418,Italy,2015-01-12,2015,January,Monday
420,Atlanta (Ga),2015-01-12,2015,January,Monday
421,United States,2015-01-12,2015,January,Monday
427,San Francisco (Calif),2015-01-12,2015,January,Monday
434,AMSTERDAM (NETHERLANDS),2015-01-12,2015,January,Monday
435,Dublin (Ireland),2015-01-12,2015,January,Monday
437,Silicon Valley (Calif),2015-01-12,2015,January,Monday
445,London (England),2015-01-12,2015,January,Monday
446,South Carolina,2015-01-12,2015,January,Monday
448,China,2015-01-12,2015,January,Monday
449,Charlottesville (Va),2015-01-12,2015,January,Monday
455,United States,2015-01-12,2015,January,Monday
460,Washington (State),2015-01-12,2015,January,Monday
466,Russia,2015-01-12,2015,January,Monday
468,Puerto Rico,2015-01-12,2015,January,Monday
472,Gilbert (Ariz),2015-01-12,2015,January,Monday
478,South Sudan,2015-01-12,2015,January,Monday
480,ALBUQUERQUE (NM),2015-01-12,2015,January,Monday
490,West Virginia,2015-01-13,2015,January,Tuesday
494,Oklahoma,2015-01-13,2015,January,Tuesday
495,China,2015-01-13,2015,January,Tuesday
496,France,2015-01-13,2015,January,Tuesday
501,Washington (DC),2015-01-13,2015,January,Tuesday
502,South Carolina,2015-01-13,2015,January,Tuesday
504,Great Britain,2015-01-13,2015,January,Tuesday
510,Aurora (Colo),2015-01-13,2015,January,Tuesday
514,United States,2015-01-13,2015,January,Tuesday
515,Yemen,2015-01-13,2015,January,Tuesday
517,United States,2015-01-13,2015,January,Tuesday
518,United States,2015-01-13,2015,January,Tuesday
522,Washington (DC),2015-01-13,2015,January,Tuesday
524,ALABAMA,2015-01-13,2015,January,Tuesday
526,United States,2015-01-13,2015,January,Tuesday
529,United States,2015-01-13,2015,January,Tuesday
530,California,2015-01-13,2015,January,Tuesday
532,California,2015-01-13,2015,January,Tuesday
536,Brooklyn (NYC),2015-01-14,2015,January,Wednesday
538,New York City,2015-01-14,2015,January,Wednesday
540,Georgia,2015-01-14,2015,January,Wednesday
543,Vermont,2015-01-14,2015,January,Wednesday
544,Detroit (Mich),2015-01-14,2015,January,Wednesday
545,Detroit (Mich),2015-01-14,2015,January,Wednesday
546,Detroit (Mich),2015-01-14,2015,January,Wednesday
549,Washington (State),2015-01-14,2015,January,Wednesday
553,United States,2015-01-14,2015,January,Wednesday
554,Paris (France),2015-01-14,2015,January,Wednesday
560,Switzerland,2015-01-14,2015,January,Wednesday
562,Japan,2015-01-14,2015,January,Wednesday
563,Silicon Valley (Calif),2015-01-14,2015,January,Wednesday
565,Great Britain,2015-01-14,2015,January,Wednesday
575,Boston (Mass),2015-01-14,2015,January,Wednesday
577,Boston (Mass),2015-01-14,2015,January,Wednesday
578,New Jersey,2015-01-14,2015,January,Wednesday
581,Roswell (NM),2015-01-14,2015,January,Wednesday
584,Illinois,2015-01-14,2015,January,Wednesday
585,Ector County (Tex),2015-01-14,2015,January,Wednesday
592,Virginia,2015-01-14,2015,January,Wednesday
596,Greece,2015-01-14,2015,January,Wednesday
604,Washington (DC),2015-01-14,2015,January,Wednesday
605,Ohio,2015-01-14,2015,January,Wednesday
608,Detroit (Mich),2015-01-14,2015,January,Wednesday
609,Silicon Valley (Calif),2015-01-15,2015,January,Thursday
611,France,2015-01-15,2015,January,Thursday
613,West Virginia,2015-01-15,2015,January,Thursday
615,France,2015-01-15,2015,January,Thursday
618,United States,2015-01-15,2015,January,Thursday
619,Detroit (Mich),2015-01-15,2015,January,Thursday
621,Cleveland (Ohio),2015-01-15,2015,January,Thursday
622,Philadelphia (Pa),2015-01-15,2015,January,Thursday
624,India,2015-01-15,2015,January,Thursday
625,United States,2015-01-15,2015,January,Thursday
626,United States,2015-01-15,2015,January,Thursday
628,Canada,2015-01-15,2015,January,Thursday
629,Germany,2015-01-15,2015,January,Thursday
630,India,2015-01-15,2015,January,Thursday
631,Switzerland,2015-01-15,2015,January,Thursday
634,Oklahoma,2015-01-15,2015,January,Thursday
642,Canada,2015-01-15,2015,January,Thursday
643,Germany,2015-01-15,2015,January,Thursday
650,Great Britain,2015-01-15,2015,January,Thursday
651,United States,2015-01-15,2015,January,Thursday
668,Detroit (Mich),2015-01-15,2015,January,Thursday
669,Malaysia,2015-01-15,2015,January,Thursday
677,Michigan,2015-01-16,2015,January,Friday
678,Iran,2015-01-16,2015,January,Friday
681,Durham (NC),2015-01-16,2015,January,Friday
682,Texas,2015-01-16,2015,January,Friday
685,Switzerland,2015-01-16,2015,January,Friday
686,Luxembourg,2015-01-16,2015,January,Friday
687,India,2015-01-16,2015,January,Friday
690,Europe,2015-01-16,2015,January,Friday
695,Greece,2015-01-16,2015,January,Friday
698,Canary Islands,2015-01-16,2015,January,Friday
709,India,2015-01-16,2015,January,Friday
710,ARIZONA,2015-01-16,2015,January,Friday
718,United States,2015-01-16,2015,January,Friday
726,La Ciotat (France),2015-01-16,2015,January,Friday
729,Ferguson (Mo),2015-01-17,2015,January,Saturday
730,Cuba,2015-01-17,2015,January,Saturday
731,Kansas,2015-01-17,2015,January,Saturday
732,Boston (Mass),2015-01-17,2015,January,Saturday
733,Europe,2015-01-17,2015,January,Saturday
743,Maine,2015-01-17,2015,January,Saturday
745,West Hollywood (Calif),2015-01-17,2015,January,Saturday
747,France,2015-01-17,2015,January,Saturday
748,Colorado,2015-01-17,2015,January,Saturday
755,United States,2015-01-18,2015,January,Sunday
756,Hawaii,2015-01-18,2015,January,Sunday
757,Ferguson (Mo),2015-01-18,2015,January,Sunday
772,Delaware,2015-01-18,2015,January,Sunday
775,South Carolina,2015-01-18,2015,January,Sunday
776,Europe,2015-01-18,2015,January,Sunday
781,China,2015-01-19,2015,January,Monday
784,Ferguson (Mo),2015-01-19,2015,January,Monday
787,United States,2015-01-19,2015,January,Monday
789,Miami (Fla),2015-01-19,2015,January,Monday
792,Boys Town (Neb),2015-01-19,2015,January,Monday
796,China,2015-01-19,2015,January,Monday
797,Seattle (Wash),2015-01-19,2015,January,Monday
798,France,2015-01-19,2015,January,Monday
799,Paris (France),2015-01-19,2015,January,Monday
801,Texas,2015-01-19,2015,January,Monday
802,Great Britain,2015-01-19,2015,January,Monday
803,Vail (Colo),2015-01-19,2015,January,Monday
806,Panama,2015-01-19,2015,January,Monday
807,Midland (Tex),2015-01-19,2015,January,Monday
813,London (England),2015-01-19,2015,January,Monday
815,China,2015-01-19,2015,January,Monday
818,Columbia (SC),2015-01-19,2015,January,Monday
823,Manhattan (NYC),2015-01-19,2015,January,Monday
825,Cuba,2015-01-19,2015,January,Monday
830,Denmark,2015-01-19,2015,January,Monday
835,Texas,2015-01-20,2015,January,Tuesday
837,Davos (Switzerland),2015-01-20,2015,January,Tuesday
838,Sweden,2015-01-20,2015,January,Tuesday
839,China,2015-01-20,2015,January,Tuesday
840,China,2015-01-20,2015,January,Tuesday
841,Nebraska,2015-01-20,2015,January,Tuesday
844,California,2015-01-20,2015,January,Tuesday
846,Japan,2015-01-20,2015,January,Tuesday
847,Spain,2015-01-20,2015,January,Tuesday
848,Boston (Mass),2015-01-20,2015,January,Tuesday
857,India,2015-01-20,2015,January,Tuesday
861,Greece,2015-01-20,2015,January,Tuesday
862,Great Britain,2015-01-20,2015,January,Tuesday
863,Texas,2015-01-20,2015,January,Tuesday
866,Boston (Mass),2015-01-20,2015,January,Tuesday
867,ARKANSAS,2015-01-20,2015,January,Tuesday
870,China,2015-01-20,2015,January,Tuesday
872,Davos (Switzerland),2015-01-20,2015,January,Tuesday
876,United States,2015-01-20,2015,January,Tuesday
879,Davos (Switzerland),2015-01-20,2015,January,Tuesday
883,Georgia,2015-01-20,2015,January,Tuesday
884,Colorado,2015-01-20,2015,January,Tuesday
885,Florida,2015-01-20,2015,January,Tuesday
887,Philadelphia (Pa),2015-01-20,2015,January,Tuesday
892,Manhattan (NYC),2015-01-20,2015,January,Tuesday
893,United States,2015-01-20,2015,January,Tuesday
894,Montclair (NJ),2015-01-20,2015,January,Tuesday
897,Montana,2015-01-21,2015,January,Wednesday
898,United States,2015-01-21,2015,January,Wednesday
900,Long Island (NY),2015-01-21,2015,January,Wednesday
902,United States,2015-01-21,2015,January,Wednesday
903,United States,2015-01-21,2015,January,Wednesday
904,United States,2015-01-21,2015,January,Wednesday
905,United States,2015-01-21,2015,January,Wednesday
907,Guantanamo Bay Naval Base (Cuba),2015-01-21,2015,January,Wednesday
908,Michigan,2015-01-21,2015,January,Wednesday
909,Owens Valley (Calif),2015-01-21,2015,January,Wednesday
911,United States,2015-01-21,2015,January,Wednesday
914,Madeira (Portugal),2015-01-21,2015,January,Wednesday
917,London (England),2015-01-21,2015,January,Wednesday
918,Great Britain,2015-01-21,2015,January,Wednesday
922,Kansas,2015-01-21,2015,January,Wednesday
923,United States,2015-01-21,2015,January,Wednesday
929,"Mission District (San Francisco, Calif)",2015-01-21,2015,January,Wednesday
934,Israel,2015-01-21,2015,January,Wednesday
936,Davos (Switzerland),2015-01-21,2015,January,Wednesday
938,Silicon Valley (Calif),2015-01-21,2015,January,Wednesday
947,Switzerland,2015-01-21,2015,January,Wednesday
948,Davos (Switzerland),2015-01-21,2015,January,Wednesday
949,Canada,2015-01-21,2015,January,Wednesday
950,Davos (Switzerland),2015-01-21,2015,January,Wednesday
951,Davos (Switzerland),2015-01-21,2015,January,Wednesday
954,Ferguson (Mo),2015-01-21,2015,January,Wednesday
958,Moscow (Russia),2015-01-21,2015,January,Wednesday
963,Pennsylvania,2015-01-22,2015,January,Thursday
971,Orange County (Calif),2015-01-22,2015,January,Thursday
974,United States,2015-01-22,2015,January,Thursday
979,Massachusetts,2015-01-22,2015,January,Thursday
980,AFRICA,2015-01-22,2015,January,Thursday
982,India,2015-01-22,2015,January,Thursday
986,Great Britain,2015-01-22,2015,January,Thursday
988,Europe,2015-01-22,2015,January,Thursday
990,Los Angeles (Calif),2015-01-22,2015,January,Thursday
991,Great Britain,2015-01-22,2015,January,Thursday
992,Boise (Idaho),2015-01-22,2015,January,Thursday
998,Europe,2015-01-22,2015,January,Thursday
999,Davos (Switzerland),2015-01-22,2015,January,Thursday
1000,Nebraska,2015-01-22,2015,January,Thursday
1005,Europe,2015-01-22,2015,January,Thursday
1008,Kentucky,2015-01-22,2015,January,Thursday
1011,Israel,2015-01-22,2015,January,Thursday
1016,Europe,2015-01-22,2015,January,Thursday
1019,California,2015-01-22,2015,January,Thursday
1026,Great Britain,2015-01-22,2015,January,Thursday
1034,Cleveland (Ohio),2015-01-23,2015,January,Friday
1036,Iowa,2015-01-23,2015,January,Friday
1037,Salt Lake City (Utah),2015-01-23,2015,January,Friday
1039,Boston (Mass),2015-01-23,2015,January,Friday
1040,Florida,2015-01-23,2015,January,Friday
1041,Manhattan (NYC),2015-01-23,2015,January,Friday
1042,Pennsylvania,2015-01-23,2015,January,Friday
1043,Nevada,2015-01-23,2015,January,Friday
1044,ARKANSAS,2015-01-23,2015,January,Friday
1045,ARIZONA,2015-01-23,2015,January,Friday
1046,Liberia,2015-01-23,2015,January,Friday
1050,Saudi Arabia,2015-01-23,2015,January,Friday
1051,Silicon Valley (Calif),2015-01-23,2015,January,Friday
1055,Great Britain,2015-01-23,2015,January,Friday
1059,Russia,2015-01-23,2015,January,Friday
1062,China,2015-01-23,2015,January,Friday
1070,Davos (Switzerland),2015-01-23,2015,January,Friday
1071,Wisconsin,2015-01-23,2015,January,Friday
1076,United States,2015-01-23,2015,January,Friday
1083,Charleston (SC),2015-01-23,2015,January,Friday
1085,Fort Hood (Tex),2015-01-23,2015,January,Friday
1088,Europe,2015-01-23,2015,January,Friday
1091,Oklahoma,2015-01-23,2015,January,Friday
1094,United States,2015-01-23,2015,January,Friday
1096,South Dakota,2015-01-23,2015,January,Friday
1102,Pennsylvania,2015-01-24,2015,January,Saturday
1111,Belgium,2015-01-24,2015,January,Saturday
1112,Michigan,2015-01-24,2015,January,Saturday
1119,Iowa,2015-01-24,2015,January,Saturday
1122,Nevada,2015-01-25,2015,January,Sunday
1136,Oklahoma,2015-01-25,2015,January,Sunday
1137,ALASKA,2015-01-25,2015,January,Sunday
1139,London (England),2015-01-26,2015,January,Monday
1140,New York City,2015-01-26,2015,January,Monday
1142,New Mexico,2015-01-26,2015,January,Monday
1143,Mojave Desert (Calif),2015-01-26,2015,January,Monday
1146,Europe,2015-01-26,2015,January,Monday
1149,New Jersey,2015-01-26,2015,January,Monday
1151,Greece,2015-01-26,2015,January,Monday
1153,ALASKA,2015-01-26,2015,January,Monday
1158,Ireland,2015-01-26,2015,January,Monday
1162,Silicon Valley (Calif),2015-01-26,2015,January,Monday
1165,AMSTERDAM (NETHERLANDS),2015-01-26,2015,January,Monday
1167,Switzerland,2015-01-26,2015,January,Monday
1169,San Diego (Calif),2015-01-26,2015,January,Monday
1173,Greece,2015-01-26,2015,January,Monday
1176,Utah,2015-01-26,2015,January,Monday
1188,Utah,2015-01-26,2015,January,Monday
1190,Iran,2015-01-26,2015,January,Monday
1198,China,2015-01-26,2015,January,Monday
1204,Ukraine,2015-01-26,2015,January,Monday
1205,Great Britain,2015-01-27,2015,January,Tuesday
1207,Oklahoma,2015-01-27,2015,January,Tuesday
1211,Rock Hill (SC),2015-01-27,2015,January,Tuesday
1215,ARCTIC NATIONAL WILDLIFE REFUGE,2015-01-27,2015,January,Tuesday
1216,Iraq,2015-01-27,2015,January,Tuesday
1218,Nevada,2015-01-27,2015,January,Tuesday
1219,Atlantic Ocean,2015-01-27,2015,January,Tuesday
1221,United States,2015-01-27,2015,January,Tuesday
1222,Japan,2015-01-27,2015,January,Tuesday
1223,Hong Kong,2015-01-27,2015,January,Tuesday
1224,China,2015-01-27,2015,January,Tuesday
1225,Ireland,2015-01-27,2015,January,Tuesday
1227,Switzerland,2015-01-27,2015,January,Tuesday
1228,China,2015-01-27,2015,January,Tuesday
1230,Nantucket (Mass),2015-01-27,2015,January,Tuesday
1231,"Red Hook (Brooklyn, NY)",2015-01-27,2015,January,Tuesday
1238,Michigan,2015-01-27,2015,January,Tuesday
1239,San Francisco (Calif),2015-01-27,2015,January,Tuesday
1241,Greece,2015-01-27,2015,January,Tuesday
1244,Georgia,2015-01-27,2015,January,Tuesday
1245,Europe,2015-01-27,2015,January,Tuesday
1247,China,2015-01-27,2015,January,Tuesday
1251,San Francisco (Calif),2015-01-27,2015,January,Tuesday
1260,Salt Lake City (Utah),2015-01-28,2015,January,Wednesday
1263,Georgia,2015-01-28,2015,January,Wednesday
1265,Indiana,2015-01-28,2015,January,Wednesday
1266,ARIZONA,2015-01-28,2015,January,Wednesday
1267,New Mexico,2015-01-28,2015,January,Wednesday
1269,China,2015-01-28,2015,January,Wednesday
1270,London (England),2015-01-28,2015,January,Wednesday
1271,Singapore,2015-01-28,2015,January,Wednesday
1273,China,2015-01-28,2015,January,Wednesday
1275,Greece,2015-01-28,2015,January,Wednesday
1276,New England States (US),2015-01-28,2015,January,Wednesday
1277,France,2015-01-28,2015,January,Wednesday
1282,China,2015-01-28,2015,January,Wednesday
1285,Salt Lake City (Utah),2015-01-28,2015,January,Wednesday
1287,China,2015-01-28,2015,January,Wednesday
1294,United States,2015-01-28,2015,January,Wednesday
1295,Greece,2015-01-28,2015,January,Wednesday
1303,Oklahoma,2015-01-28,2015,January,Wednesday
1305,Indiana,2015-01-28,2015,January,Wednesday
1315,California,2015-01-28,2015,January,Wednesday
1317,Rock Hill (SC),2015-01-28,2015,January,Wednesday
1325,Switzerland,2015-01-29,2015,January,Thursday
1331,Palo Alto (Calif),2015-01-29,2015,January,Thursday
1332,Gulf of Mexico,2015-01-29,2015,January,Thursday
1333,Iran,2015-01-29,2015,January,Thursday
1334,Israel,2015-01-29,2015,January,Thursday
1336,Nashville (Tenn),2015-01-29,2015,January,Thursday
1337,Boston (Mass),2015-01-29,2015,January,Thursday
1347,Canada,2015-01-29,2015,January,Thursday
1348,China,2015-01-29,2015,January,Thursday
1356,China,2015-01-29,2015,January,Thursday
1358,Hyannis (Mass),2015-01-29,2015,January,Thursday
1359,United States,2015-01-29,2015,January,Thursday
1364,Phoenix (Ariz),2015-01-29,2015,January,Thursday
1365,Massachusetts,2015-01-29,2015,January,Thursday
1366,Washington (DC),2015-01-29,2015,January,Thursday
1373,Europe,2015-01-29,2015,January,Thursday
1380,Greece,2015-01-29,2015,January,Thursday
1383,Middle East,2015-01-30,2015,January,Friday
1384,Massachusetts,2015-01-30,2015,January,Friday
1389,Los Angeles (Calif),2015-01-30,2015,January,Friday
1390,Iran,2015-01-30,2015,January,Friday
1393,Detroit (Mich),2015-01-30,2015,January,Friday
1394,Saudi Arabia,2015-01-30,2015,January,Friday
1397,Los Angeles (Calif),2015-01-30,2015,January,Friday
1401,Great Britain,2015-01-30,2015,January,Friday
1405,Sweden,2015-01-30,2015,January,Friday
1407,Los Angeles (Calif),2015-01-30,2015,January,Friday
1417,Russia,2015-01-30,2015,January,Friday
1420,Ferguson (Mo),2015-01-30,2015,January,Friday
1421,Poland,2015-01-30,2015,January,Friday
1423,Great Britain,2015-01-30,2015,January,Friday
1425,Great Britain,2015-01-30,2015,January,Friday
1428,Somerville (Mass),2015-01-30,2015,January,Friday
1430,United States,2015-01-30,2015,January,Friday
1432,Great Britain,2015-01-30,2015,January,Friday
1439,United States,2015-01-30,2015,January,Friday
1440,Greece,2015-01-30,2015,January,Friday
1441,Europe,2015-01-30,2015,January,Friday
1445,Chicago (Ill),2015-01-30,2015,January,Friday
1447,China,2015-01-31,2015,January,Saturday
1449,Las Vegas (Nev),2015-01-31,2015,January,Saturday
1454,Fort Worth (Tex),2015-01-31,2015,January,Saturday
1456,San Geronimo (Calif),2015-01-31,2015,January,Saturday
1463,United States,2015-01-31,2015,January,Saturday
1466,Nebraska,2015-01-31,2015,January,Saturday
1474,Gulf of Mexico,2015-01-31,2015,January,Saturday
1476,Georgia,2015-01-31,2015,January,Saturday
1477,Russia,2015-01-31,2015,January,Saturday
1478,Beijing (China),2015-01-31,2015,January,Saturday
1479,Florida,2015-01-31,2015,January,Saturday
1492,Zurich (Switzerland),2015-02-01,2015,February,Sunday
1493,Europe,2015-02-01,2015,February,Sunday
1496,Europe,2015-02-01,2015,February,Sunday
1502,Wisconsin,2015-02-02,2015,February,Monday
1503,Greece,2015-02-02,2015,February,Monday
1504,Liberia,2015-02-02,2015,February,Monday
1506,Florida,2015-02-02,2015,February,Monday
1509,New York City,2015-02-02,2015,February,Monday
1517,United States,2015-02-02,2015,February,Monday
1519,Boston (Mass),2015-02-02,2015,February,Monday
1522,Ireland,2015-02-02,2015,February,Monday
1527,Europe,2015-02-02,2015,February,Monday
1534,Boston (Mass),2015-02-02,2015,February,Monday
1538,Greenland,2015-02-02,2015,February,Monday
1539,Canada,2015-02-02,2015,February,Monday
1545,Silicon Valley (Calif),2015-02-02,2015,February,Monday
1547,Saudi Arabia,2015-02-02,2015,February,Monday
1549,Wyoming,2015-02-02,2015,February,Monday
1553,ARIZONA,2015-02-02,2015,February,Monday
1555,India,2015-02-02,2015,February,Monday
1558,Tennessee,2015-02-02,2015,February,Monday
1576,China,2015-02-03,2015,February,Tuesday
1577,Australia,2015-02-03,2015,February,Tuesday
1578,Canada,2015-02-03,2015,February,Tuesday
1579,Spain,2015-02-03,2015,February,Tuesday
1580,North Sea,2015-02-03,2015,February,Tuesday
1582,Brussels (Belgium),2015-02-03,2015,February,Tuesday
1583,Cuba,2015-02-03,2015,February,Tuesday
1590,ARIZONA,2015-02-03,2015,February,Tuesday
1594,Russia,2015-02-03,2015,February,Tuesday
1596,Pennsylvania,2015-02-03,2015,February,Tuesday
1601,Europe,2015-02-03,2015,February,Tuesday
1602,Wilmington (Del),2015-02-03,2015,February,Tuesday
1606,Canada,2015-02-03,2015,February,Tuesday
1611,Pasadena (Calif),2015-02-03,2015,February,Tuesday
1617,Syria,2015-02-03,2015,February,Tuesday
1619,Middle East,2015-02-04,2015,February,Wednesday
1623,Lake Superior,2015-02-04,2015,February,Wednesday
1624,Colorado,2015-02-04,2015,February,Wednesday
1625,Wisconsin,2015-02-04,2015,February,Wednesday
1628,Detroit (Mich),2015-02-04,2015,February,Wednesday
1630,Japan,2015-02-04,2015,February,Wednesday
1631,South Korea,2015-02-04,2015,February,Wednesday
1633,Guantanamo Bay Naval Base (Cuba),2015-02-04,2015,February,Wednesday
1635,China,2015-02-04,2015,February,Wednesday
1636,Silicon Valley (Calif),2015-02-04,2015,February,Wednesday
1642,Europe,2015-02-04,2015,February,Wednesday
1645,Europe,2015-02-04,2015,February,Wednesday
