nid,glocation,pub_date,year,month,weekday
8103,Texas,2015-06-18,2015,June,Thursday
8105,Gilbert (Ariz),2015-06-18,2015,June,Thursday
8110,Charleston (SC),2015-06-18,2015,June,Thursday
8113,Charleston (SC),2015-06-18,2015,June,Thursday
8120,Greece,2015-06-18,2015,June,Thursday
8122,Charleston (SC),2015-06-18,2015,June,Thursday
8124,Charleston (SC),2015-06-18,2015,June,Thursday
8125,Sahara Desert,2015-06-18,2015,June,Thursday
8128,Silicon Valley (Calif),2015-06-18,2015,June,Thursday
8129,Seattle (Wash),2015-06-18,2015,June,Thursday
8130,Blytheville (Ark),2015-06-18,2015,June,Thursday
8134,Washington (DC),2015-06-18,2015,June,Thursday
8135,Russia,2015-06-18,2015,June,Thursday
8141,Manhattan (NYC),2015-06-19,2015,June,Friday
8142,Charleston (SC),2015-06-19,2015,June,Friday
8143,Charleston (SC),2015-06-19,2015,June,Friday
8146,Edinburgh (Scotland),2015-06-19,2015,June,Friday
8148,Great Britain,2015-06-19,2015,June,Friday
8149,Italy,2015-06-19,2015,June,Friday
8150,Shanghai (China),2015-06-19,2015,June,Friday
8151,Charleston (SC),2015-06-19,2015,June,Friday
8154,Greece,2015-06-19,2015,June,Friday
8155,Charleston (SC),2015-06-19,2015,June,Friday
8160,Brooklyn (NYC),2015-06-19,2015,June,Friday
8161,Mexico,2015-06-19,2015,June,Friday
8165,Japan,2015-06-19,2015,June,Friday
8166,South Carolina,2015-06-19,2015,June,Friday
8167,Camden (NJ),2015-06-19,2015,June,Friday
8174,New York City,2015-06-19,2015,June,Friday
8188,Washington (DC),2015-06-19,2015,June,Friday
8189,South Carolina,2015-06-19,2015,June,Friday
8190,United States,2015-06-19,2015,June,Friday
8192,Charleston (SC),2015-06-19,2015,June,Friday
8195,United States,2015-06-19,2015,June,Friday
8196,Brazil,2015-06-19,2015,June,Friday
8202,Charleston (SC),2015-06-19,2015,June,Friday
8205,Charleston (SC),2015-06-19,2015,June,Friday
8206,Puerto Rico,2015-06-19,2015,June,Friday
8209,Europe,2015-06-19,2015,June,Friday
8210,Charleston (SC),2015-06-19,2015,June,Friday
8215,Colorado,2015-06-20,2015,June,Saturday
8216,Iowa,2015-06-20,2015,June,Saturday
8219,Denver (Colo),2015-06-20,2015,June,Saturday
8220,Charleston (SC),2015-06-20,2015,June,Saturday
8221,Charleston (SC),2015-06-20,2015,June,Saturday
8222,Charleston (SC),2015-06-20,2015,June,Saturday
8223,Kenya,2015-06-20,2015,June,Saturday
8226,Charleston (SC),2015-06-20,2015,June,Saturday
8227,Charleston (SC),2015-06-20,2015,June,Saturday
8228,South Carolina,2015-06-20,2015,June,Saturday
8232,Charleston (SC),2015-06-20,2015,June,Saturday
8235,Memphis (Tenn),2015-06-20,2015,June,Saturday
8236,United States,2015-06-20,2015,June,Saturday
8238,Charleston (SC),2015-06-21,2015,June,Sunday
8239,Virginia,2015-06-21,2015,June,Sunday
8275,Charleston (SC),2015-06-21,2015,June,Sunday
8276,South Carolina,2015-06-21,2015,June,Sunday
8279,Greece,2015-06-21,2015,June,Sunday
8280,France,2015-06-21,2015,June,Sunday
8281,Silicon Valley (Calif),2015-06-21,2015,June,Sunday
8284,Coachella Valley (Calif),2015-06-21,2015,June,Sunday
8287,Brussels (Belgium),2015-06-22,2015,June,Monday
8289,Cannes (France),2015-06-22,2015,June,Monday
8291,Cannes (France),2015-06-22,2015,June,Monday
8296,Greece,2015-06-22,2015,June,Monday
8300,Charleston (SC),2015-06-22,2015,June,Monday
8301,New Jersey,2015-06-22,2015,June,Monday
8307,South Carolina,2015-06-22,2015,June,Monday
8308,Washington (State),2015-06-22,2015,June,Monday
8313,Virginia,2015-06-22,2015,June,Monday
8317,Charleston (SC),2015-06-22,2015,June,Monday
8322,Charleston (SC),2015-06-22,2015,June,Monday
8328,Charleston (SC),2015-06-22,2015,June,Monday
8330,Maryland,2015-06-22,2015,June,Monday
8333,South Carolina,2015-06-22,2015,June,Monday
8334,Charleston (SC),2015-06-22,2015,June,Monday
8340,Poland,2015-06-22,2015,June,Monday
8343,Charleston (SC),2015-06-22,2015,June,Monday
8347,"Far East, South and Southeast Asia and Pacific Areas",2015-06-22,2015,June,Monday
8349,Atlanta (Ga),2015-06-23,2015,June,Tuesday
8353,Charleston (SC),2015-06-23,2015,June,Tuesday
8355,Elk River (W Va),2015-06-23,2015,June,Tuesday
8358,South China Sea,2015-06-23,2015,June,Tuesday
8359,Europe,2015-06-23,2015,June,Tuesday
8362,Great Britain,2015-06-23,2015,June,Tuesday
8363,South Carolina,2015-06-23,2015,June,Tuesday
8364,New Jersey,2015-06-23,2015,June,Tuesday
8366,Great Britain,2015-06-23,2015,June,Tuesday
8368,Charleston (SC),2015-06-23,2015,June,Tuesday
8373,New Hampshire,2015-06-23,2015,June,Tuesday
8375,Southern States (US),2015-06-23,2015,June,Tuesday
8377,Canada,2015-06-23,2015,June,Tuesday
8386,Southern States (US),2015-06-23,2015,June,Tuesday
8387,Wisconsin,2015-06-23,2015,June,Tuesday
8389,Charleston (SC),2015-06-23,2015,June,Tuesday
8390,Charleston (SC),2015-06-23,2015,June,Tuesday
8391,China,2015-06-23,2015,June,Tuesday
8392,Charleston (SC),2015-06-23,2015,June,Tuesday
8395,Charleston (SC),2015-06-23,2015,June,Tuesday
8397,Washington (DC),2015-06-23,2015,June,Tuesday
8398,New York City,2015-06-23,2015,June,Tuesday
8403,New York City,2015-06-23,2015,June,Tuesday
8404,Charleston (SC),2015-06-23,2015,June,Tuesday
8407,New York State,2015-06-24,2015,June,Wednesday
8408,Ireland,2015-06-24,2015,June,Wednesday
8409,Virginia,2015-06-24,2015,June,Wednesday
8410,Charleston (SC),2015-06-24,2015,June,Wednesday
8411,Europe,2015-06-24,2015,June,Wednesday
8412,Charleston (SC),2015-06-24,2015,June,Wednesday
8415,Phoenix (Ariz),2015-06-24,2015,June,Wednesday
8417,Washington (DC),2015-06-24,2015,June,Wednesday
8419,New Jersey,2015-06-24,2015,June,Wednesday
8420,Europe,2015-06-24,2015,June,Wednesday
8421,San Joaquin-Sacramento River Delta (Calif),2015-06-24,2015,June,Wednesday
8422,United States,2015-06-24,2015,June,Wednesday
8423,Netherlands,2015-06-24,2015,June,Wednesday
8428,Greece,2015-06-24,2015,June,Wednesday
8431,Silicon Valley (Calif),2015-06-24,2015,June,Wednesday
8432,South Carolina,2015-06-24,2015,June,Wednesday
8433,Michigan,2015-06-24,2015,June,Wednesday
8435,Silicon Valley (Calif),2015-06-24,2015,June,Wednesday
8437,Missouri,2015-06-24,2015,June,Wednesday
8438,Charleston (SC),2015-06-24,2015,June,Wednesday
8439,"Far East, South and Southeast Asia and Pacific Areas",2015-06-24,2015,June,Wednesday
8441,Louisiana,2015-06-24,2015,June,Wednesday
8443,United States,2015-06-24,2015,June,Wednesday
8445,Charleston (SC),2015-06-24,2015,June,Wednesday
8446,France,2015-06-24,2015,June,Wednesday
8447,ALABAMA,2015-06-24,2015,June,Wednesday
8449,Boston (Mass),2015-06-24,2015,June,Wednesday
8454,"Bryant Park (Manhattan, NY)",2015-06-24,2015,June,Wednesday
8457,Manhattan (NYC),2015-06-24,2015,June,Wednesday
8465,Iowa,2015-06-24,2015,June,Wednesday
8469,Greece,2015-06-24,2015,June,Wednesday
8470,United States,2015-06-24,2015,June,Wednesday
8471,Dilley (Tex),2015-06-25,2015,June,Thursday
8472,Germany,2015-06-25,2015,June,Thursday
8474,New York City,2015-06-25,2015,June,Thursday
8475,Charleston (SC),2015-06-25,2015,June,Thursday
8477,Charleston (SC),2015-06-25,2015,June,Thursday
8481,Japan,2015-06-25,2015,June,Thursday
8484,Charleston (SC),2015-06-25,2015,June,Thursday
8485,Charleston (SC),2015-06-25,2015,June,Thursday
8488,Europe,2015-06-25,2015,June,Thursday
8489,South Carolina,2015-06-25,2015,June,Thursday
8502,Texas,2015-06-25,2015,June,Thursday
8503,ARGENTINA,2015-06-25,2015,June,Thursday
8504,California,2015-06-25,2015,June,Thursday
8509,New Jersey,2015-06-25,2015,June,Thursday
8521,Oklahoma,2015-06-25,2015,June,Thursday
8524,Manhattan (NYC),2015-06-25,2015,June,Thursday
8526,Libya,2015-06-25,2015,June,Thursday
8528,Connecticut,2015-06-25,2015,June,Thursday
8536,Ohio,2015-06-26,2015,June,Friday
8539,ALASKA,2015-06-26,2015,June,Friday
8540,Los Angeles (Calif),2015-06-26,2015,June,Friday
8541,Germany,2015-06-26,2015,June,Friday
8542,France,2015-06-26,2015,June,Friday
8544,California,2015-06-26,2015,June,Friday
8545,China,2015-06-26,2015,June,Friday
8547,China,2015-06-26,2015,June,Friday
8548,United States,2015-06-26,2015,June,Friday
8549,Virginia,2015-06-26,2015,June,Friday
8561,Greece,2015-06-26,2015,June,Friday
8569,Provincetown (Mass),2015-06-26,2015,June,Friday
8573,ALEXANDRIA (VA),2015-06-26,2015,June,Friday
8576,United States,2015-06-26,2015,June,Friday
8577,United States,2015-06-27,2015,June,Saturday
8578,United States,2015-06-27,2015,June,Saturday
8579,New York State,2015-06-27,2015,June,Saturday
8581,United States,2015-06-27,2015,June,Saturday
8582,Washington (DC),2015-06-27,2015,June,Saturday
8583,South Burlington (Vt),2015-06-27,2015,June,Saturday
8586,Virginia,2015-06-27,2015,June,Saturday
8587,United States,2015-06-27,2015,June,Saturday
8588,Charleston (SC),2015-06-27,2015,June,Saturday
8589,Greece,2015-06-27,2015,June,Saturday
8590,China,2015-06-27,2015,June,Saturday
8591,Seattle (Wash),2015-06-27,2015,June,Saturday
8594,Columbia (SC),2015-06-27,2015,June,Saturday
8595,Southern States (US),2015-06-27,2015,June,Saturday
8628,Greece,2015-06-28,2015,June,Sunday
8633,Athens (Greece),2015-06-28,2015,June,Sunday
8636,Greece,2015-06-28,2015,June,Sunday
8640,Chicago (Ill),2015-06-28,2015,June,Sunday
8641,Charleston (SC),2015-06-29,2015,June,Monday
8642,South Carolina,2015-06-29,2015,June,Monday
8644,New Jersey,2015-06-29,2015,June,Monday
8645,Maine,2015-06-29,2015,June,Monday
8646,Puerto Rico,2015-06-29,2015,June,Monday
8649,Ukraine,2015-06-29,2015,June,Monday
8651,San Diego (Calif),2015-06-29,2015,June,Monday
8653,China,2015-06-29,2015,June,Monday
8655,Europe,2015-06-29,2015,June,Monday
8657,Europe,2015-06-29,2015,June,Monday
8660,China,2015-06-29,2015,June,Monday
8663,Washington (State),2015-06-29,2015,June,Monday
8664,Australia,2015-06-29,2015,June,Monday
8665,Lancashire (England),2015-06-29,2015,June,Monday
8666,Europe,2015-06-29,2015,June,Monday
8669,New Jersey,2015-06-29,2015,June,Monday
8672,ARIZONA,2015-06-29,2015,June,Monday
8676,Lithuania,2015-06-29,2015,June,Monday
8679,Puerto Rico,2015-06-29,2015,June,Monday
8680,Benghazi (Libya),2015-06-29,2015,June,Monday
8684,Greece,2015-06-29,2015,June,Monday
8691,Cyprus,2015-06-29,2015,June,Monday
8692,Texas,2015-06-29,2015,June,Monday
8694,ARIZONA,2015-06-29,2015,June,Monday
8696,Wisconsin,2015-06-29,2015,June,Monday
8699,Florida,2015-06-29,2015,June,Monday
8700,South Carolina,2015-06-29,2015,June,Monday
8701,Europe,2015-06-29,2015,June,Monday
8702,Texas,2015-06-29,2015,June,Monday
8707,China,2015-06-29,2015,June,Monday
8709,Seattle (Wash),2015-06-29,2015,June,Monday
8713,Colorado,2015-06-30,2015,June,Tuesday
8717,Japan,2015-06-30,2015,June,Tuesday
8719,Greece,2015-06-30,2015,June,Tuesday
8720,Southern States (US),2015-06-30,2015,June,Tuesday
8725,Spain,2015-06-30,2015,June,Tuesday
8726,Greece,2015-06-30,2015,June,Tuesday
8727,New Jersey,2015-06-30,2015,June,Tuesday
8728,Russia,2015-06-30,2015,June,Tuesday
8729,George Washington Bridge,2015-06-30,2015,June,Tuesday
8730,New Jersey,2015-06-30,2015,June,Tuesday
8732,Ireland,2015-06-30,2015,June,Tuesday
8733,Europe,2015-06-30,2015,June,Tuesday
8734,Pennsylvania,2015-06-30,2015,June,Tuesday
8735,AMSTERDAM (NETHERLANDS),2015-06-30,2015,June,Tuesday
8736,New Jersey,2015-06-30,2015,June,Tuesday
8737,Europe,2015-06-30,2015,June,Tuesday
8742,New York City,2015-06-30,2015,June,Tuesday
8744,California,2015-06-30,2015,June,Tuesday
8746,New York City,2015-06-30,2015,June,Tuesday
8749,Mexico,2015-06-30,2015,June,Tuesday
8750,Greece,2015-06-30,2015,June,Tuesday
8751,New Jersey,2015-06-30,2015,June,Tuesday
8754,New Hampshire,2015-06-30,2015,June,Tuesday
8755,New Jersey,2015-06-30,2015,June,Tuesday
8758,Israel,2015-06-30,2015,June,Tuesday
8760,California,2015-06-30,2015,June,Tuesday
8762,California,2015-06-30,2015,June,Tuesday
8763,Israel,2015-06-30,2015,June,Tuesday
8767,Ferguson (Mo),2015-06-30,2015,June,Tuesday
8776,Seattle (Wash),2015-06-30,2015,June,Tuesday
8781,Mexico,2015-07-01,2015,July,Wednesday
8782,Oklahoma,2015-07-01,2015,July,Wednesday
8783,Greece,2015-07-01,2015,July,Wednesday
8784,Charleston (SC),2015-07-01,2015,July,Wednesday
8785,Bar Harbor (Me),2015-07-01,2015,July,Wednesday
8786,Texas,2015-07-01,2015,July,Wednesday
8788,ARIZONA,2015-07-01,2015,July,Wednesday
8789,Puerto Rico,2015-07-01,2015,July,Wednesday
8790,Guantanamo Bay Naval Base (Cuba),2015-07-01,2015,July,Wednesday
8791,Puerto Rico,2015-07-01,2015,July,Wednesday
8792,New Hampshire,2015-07-01,2015,July,Wednesday
8794,New York City,2015-07-01,2015,July,Wednesday
8798,Shenzhen (China),2015-07-01,2015,July,Wednesday
8800,Aurora (Colo),2015-07-01,2015,July,Wednesday
8802,Japan,2015-07-01,2015,July,Wednesday
8805,California,2015-07-01,2015,July,Wednesday
8806,South Carolina,2015-07-01,2015,July,Wednesday
8807,Greeleyville (SC),2015-07-01,2015,July,Wednesday
8808,Switzerland,2015-07-01,2015,July,Wednesday
8809,United States,2015-07-01,2015,July,Wednesday
8810,Havana (Cuba),2015-07-01,2015,July,Wednesday
8812,Ukraine,2015-07-01,2015,July,Wednesday
8815,Iowa,2015-07-01,2015,July,Wednesday
8820,Illinois,2015-07-01,2015,July,Wednesday
8824,Puerto Rico,2015-07-01,2015,July,Wednesday
8826,Portland (Me),2015-07-01,2015,July,Wednesday
8834,Silicon Valley (Calif),2015-07-01,2015,July,Wednesday
8836,"Times Square and 42nd Street (Manhattan, NY)",2015-07-01,2015,July,Wednesday
8844,Provincetown (Mass),2015-07-01,2015,July,Wednesday
8847,Silicon Valley (Calif),2015-07-01,2015,July,Wednesday
8856,Charleston (SC),2015-07-01,2015,July,Wednesday
8858,Tennessee,2015-07-01,2015,July,Wednesday
8859,Greece,2015-07-01,2015,July,Wednesday
8862,Pasco (Wash),2015-07-02,2015,July,Thursday
8864,Chicago (Ill),2015-07-02,2015,July,Thursday
8867,Indianapolis (Ind),2015-07-02,2015,July,Thursday
8870,Fort Worth (Tex),2015-07-02,2015,July,Thursday
8876,Edinburgh (Scotland),2015-07-02,2015,July,Thursday
8877,United States,2015-07-02,2015,July,Thursday
8880,Athens (Greece),2015-07-02,2015,July,Thursday
8881,Japan,2015-07-02,2015,July,Thursday
8882,United States,2015-07-02,2015,July,Thursday
8885,St Louis (Mo),2015-07-02,2015,July,Thursday
8886,Washington (DC),2015-07-02,2015,July,Thursday
8887,Louisiana,2015-07-02,2015,July,Thursday
8888,Iowa,2015-07-02,2015,July,Thursday
8892,Dallas (Tex),2015-07-02,2015,July,Thursday
8893,Wisconsin,2015-07-02,2015,July,Thursday
8896,Greece,2015-07-02,2015,July,Thursday
8897,North Carolina,2015-07-02,2015,July,Thursday
8898,New Zealand,2015-07-02,2015,July,Thursday
8899,Tennessee,2015-07-02,2015,July,Thursday
8901,China,2015-07-02,2015,July,Thursday
8910,Wisconsin,2015-07-02,2015,July,Thursday
8915,Brooklyn (NYC),2015-07-02,2015,July,Thursday
8918,Manhattan (NYC),2015-07-02,2015,July,Thursday
8919,San Diego (Calif),2015-07-02,2015,July,Thursday
8922,Israel,2015-07-02,2015,July,Thursday
8925,Wisconsin,2015-07-02,2015,July,Thursday
8928,United States,2015-07-02,2015,July,Thursday
8930,Los Angeles (Calif),2015-07-02,2015,July,Thursday
8932,Nevada,2015-07-02,2015,July,Thursday
8935,Vancouver (British Columbia),2015-07-02,2015,July,Thursday
8937,Texas,2015-07-03,2015,July,Friday
8942,Florida,2015-07-03,2015,July,Friday
8943,France,2015-07-03,2015,July,Friday
8947,Louisville (Ky),2015-07-03,2015,July,Friday
8948,ARKANSAS,2015-07-03,2015,July,Friday
8951,China,2015-07-03,2015,July,Friday
8952,Burlington (Vt),2015-07-03,2015,July,Friday
8959,Idaho,2015-07-03,2015,July,Friday
8961,Mississippi,2015-07-03,2015,July,Friday
8962,United States,2015-07-03,2015,July,Friday
8964,"Far East, South and Southeast Asia and Pacific Areas",2015-07-03,2015,July,Friday
8965,New York City,2015-07-03,2015,July,Friday
8968,Puerto Rico,2015-07-03,2015,July,Friday
8969,North Carolina,2015-07-03,2015,July,Friday
8973,Russia,2015-07-03,2015,July,Friday
8977,Cupertino (Calif),2015-07-04,2015,July,Saturday
8978,China,2015-07-04,2015,July,Saturday
8980,New Hampshire,2015-07-04,2015,July,Saturday
8981,Washington (DC),2015-07-04,2015,July,Saturday
8985,Montana,2015-07-04,2015,July,Saturday
8986,New Hampshire,2015-07-04,2015,July,Saturday
8987,New Jersey,2015-07-04,2015,July,Saturday
9017,Greece,2015-07-05,2015,July,Sunday
9019,China,2015-07-05,2015,July,Sunday
9022,Colorado,2015-07-05,2015,July,Sunday
9023,Florida,2015-07-05,2015,July,Sunday
9024,Greece,2015-07-05,2015,July,Sunday
9025,South Carolina,2015-07-05,2015,July,Sunday
9027,India,2015-07-06,2015,July,Monday
9029,Sierra Nevada Region (US),2015-07-06,2015,July,Monday
9033,South Korea,2015-07-06,2015,July,Monday
9035,China,2015-07-06,2015,July,Monday
9036,China,2015-07-06,2015,July,Monday
9037,Europe,2015-07-06,2015,July,Monday
9039,Hong Kong,2015-07-06,2015,July,Monday
9041,China,2015-07-06,2015,July,Monday
9046,Nevada,2015-07-06,2015,July,Monday
9051,Hong Kong,2015-07-06,2015,July,Monday
9052,Richmond (Va),2015-07-06,2015,July,Monday
9054,South Carolina,2015-07-06,2015,July,Monday
9056,Iowa,2015-07-06,2015,July,Monday
9057,Boston (Mass),2015-07-06,2015,July,Monday
9063,Charleston (SC),2015-07-06,2015,July,Monday
9064,Iran,2015-07-06,2015,July,Monday
9065,Maine,2015-07-06,2015,July,Monday
9068,Israel,2015-07-06,2015,July,Monday
9069,Texas,2015-07-06,2015,July,Monday
9070,China,2015-07-06,2015,July,Monday
9072,China,2015-07-06,2015,July,Monday
9073,Wisconsin,2015-07-06,2015,July,Monday
9078,Great Britain,2015-07-06,2015,July,Monday
9082,Silicon Valley (Calif),2015-07-07,2015,July,Tuesday
9085,Vietnam,2015-07-07,2015,July,Tuesday
9086,Boston (Mass),2015-07-07,2015,July,Tuesday
9088,South Korea,2015-07-07,2015,July,Tuesday
9092,Southern States (US),2015-07-07,2015,July,Tuesday
9093,South Carolina,2015-07-07,2015,July,Tuesday
9095,China,2015-07-07,2015,July,Tuesday
9097,South Carolina,2015-07-07,2015,July,Tuesday
9098,Dublin (Ireland),2015-07-07,2015,July,Tuesday
9099,United States,2015-07-07,2015,July,Tuesday
9100,Silicon Valley (Calif),2015-07-07,2015,July,Tuesday
9104,Louisiana,2015-07-07,2015,July,Tuesday
9106,Great Britain,2015-07-07,2015,July,Tuesday
9108,Chicago (Ill),2015-07-07,2015,July,Tuesday
9111,United States,2015-07-07,2015,July,Tuesday
9112,France,2015-07-07,2015,July,Tuesday
9120,Germany,2015-07-07,2015,July,Tuesday
9122,Dallas (Tex),2015-07-07,2015,July,Tuesday
9124,South Carolina,2015-07-07,2015,July,Tuesday
9127,Iowa City (Iowa),2015-07-07,2015,July,Tuesday
9128,Iowa,2015-07-07,2015,July,Tuesday
9131,New York City,2015-07-07,2015,July,Tuesday
9136,Philadelphia (Pa),2015-07-07,2015,July,Tuesday
9139,Colorado,2015-07-08,2015,July,Wednesday
9140,San Francisco (Calif),2015-07-08,2015,July,Wednesday
9141,Hong Kong,2015-07-08,2015,July,Wednesday
9145,China,2015-07-08,2015,July,Wednesday
9146,Great Britain,2015-07-08,2015,July,Wednesday
9147,South Carolina,2015-07-08,2015,July,Wednesday
9150,China,2015-07-08,2015,July,Wednesday
9154,Wisconsin,2015-07-08,2015,July,Wednesday
9157,Idaho,2015-07-08,2015,July,Wednesday
9158,Washington (DC),2015-07-08,2015,July,Wednesday
9162,Canada,2015-07-08,2015,July,Wednesday
9164,Florida,2015-07-08,2015,July,Wednesday
9165,San Francisco (Calif),2015-07-08,2015,July,Wednesday
9171,Mexico,2015-07-08,2015,July,Wednesday
9172,New Hampshire,2015-07-08,2015,July,Wednesday
9178,Ohio,2015-07-08,2015,July,Wednesday
9181,United States,2015-07-08,2015,July,Wednesday
9184,Florida,2015-07-08,2015,July,Wednesday
9185,Baltimore (Md),2015-07-08,2015,July,Wednesday
9188,Cuba,2015-07-08,2015,July,Wednesday
9189,Greece,2015-07-08,2015,July,Wednesday
9190,Benghazi (Libya),2015-07-08,2015,July,Wednesday
9192,New Hampshire,2015-07-08,2015,July,Wednesday
9195,Colorado,2015-07-08,2015,July,Wednesday
9198,Syria,2015-07-09,2015,July,Thursday
9199,Vietnam,2015-07-09,2015,July,Thursday
9200,Iowa,2015-07-09,2015,July,Thursday
9201,Illinois,2015-07-09,2015,July,Thursday
9204,Mexico,2015-07-09,2015,July,Thursday
9207,San Francisco (Calif),2015-07-09,2015,July,Thursday
9208,Aurora (Colo),2015-07-09,2015,July,Thursday
9210,Philadelphia (Pa),2015-07-09,2015,July,Thursday
9211,Hong Kong,2015-07-09,2015,July,Thursday
9212,United States,2015-07-09,2015,July,Thursday
9214,South Carolina,2015-07-09,2015,July,Thursday
9215,Japan,2015-07-09,2015,July,Thursday
9216,Cleveland (Ohio),2015-07-09,2015,July,Thursday
9217,Isle of Man,2015-07-09,2015,July,Thursday
9221,Spain,2015-07-09,2015,July,Thursday
9226,South Carolina,2015-07-09,2015,July,Thursday
9227,Europe,2015-07-09,2015,July,Thursday
9233,Florida,2015-07-09,2015,July,Thursday
9234,South Carolina,2015-07-09,2015,July,Thursday
9236,South Carolina,2015-07-09,2015,July,Thursday
9239,Palm Beach (Fla),2015-07-09,2015,July,Thursday
9242,United States,2015-07-09,2015,July,Thursday
9246,Russia,2015-07-09,2015,July,Thursday
9249,China,2015-07-09,2015,July,Thursday
9253,China,2015-07-09,2015,July,Thursday
9254,Selma (Ala),2015-07-09,2015,July,Thursday
9256,United States,2015-07-09,2015,July,Thursday
9258,Western States (US),2015-07-10,2015,July,Friday
9260,Florida,2015-07-10,2015,July,Friday
9263,Scituate (Mass),2015-07-10,2015,July,Friday
9266,Washington (DC),2015-07-10,2015,July,Friday
9267,Shenzhen (China),2015-07-10,2015,July,Friday
9268,Europe,2015-07-10,2015,July,Friday
9269,Greece,2015-07-10,2015,July,Friday
9270,Columbia (SC),2015-07-10,2015,July,Friday
9274,United States,2015-07-10,2015,July,Friday
9275,Kennebunkport (Me),2015-07-10,2015,July,Friday
9277,New Hampshire,2015-07-10,2015,July,Friday
9279,Charleston (SC),2015-07-10,2015,July,Friday
9284,"Waco Mammoth National Monument (Waco, Tex)",2015-07-10,2015,July,Friday
9285,Phoenix (Ariz),2015-07-10,2015,July,Friday
9288,Iraq,2015-07-10,2015,July,Friday
9297,China,2015-07-10,2015,July,Friday
9300,Charleston (SC),2015-07-10,2015,July,Friday
9303,Bermuda,2015-07-10,2015,July,Friday
9307,Dallas (Tex),2015-07-10,2015,July,Friday
9308,Greece,2015-07-10,2015,July,Friday
9310,Europe,2015-07-10,2015,July,Friday
9311,London (England),2015-07-10,2015,July,Friday
9315,San Francisco (Calif),2015-07-10,2015,July,Friday
9316,Silicon Valley (Calif),2015-07-10,2015,July,Friday
9317,China,2015-07-10,2015,July,Friday
9330,Baltimore (Md),2015-07-11,2015,July,Saturday
9334,Phoenix (Ariz),2015-07-12,2015,July,Sunday
9335,Silicon Valley (Calif),2015-07-12,2015,July,Sunday
9336,Tacoma (Wash),2015-07-12,2015,July,Sunday
9337,North Carolina,2015-07-12,2015,July,Sunday
9338,Martha's Vineyard (Mass),2015-07-12,2015,July,Sunday
9369,Japan,2015-07-12,2015,July,Sunday
9370,United States,2015-07-12,2015,July,Sunday
9373,San Diego (Calif),2015-07-12,2015,July,Sunday
9377,Nevada,2015-07-12,2015,July,Sunday
9378,India,2015-07-12,2015,July,Sunday
9379,Shanghai (China),2015-07-12,2015,July,Sunday
9383,Wisconsin,2015-07-13,2015,July,Monday
9386,Mexico,2015-07-13,2015,July,Monday
9388,Birmingham (Ala),2015-07-13,2015,July,Monday
9395,Wisconsin,2015-07-13,2015,July,Monday
9400,Wisconsin,2015-07-13,2015,July,Monday
9404,Florida,2015-07-13,2015,July,Monday
9407,Washington (DC),2015-07-13,2015,July,Monday
9409,New Mexico,2015-07-13,2015,July,Monday
9411,Iowa,2015-07-13,2015,July,Monday
9412,Greece,2015-07-13,2015,July,Monday
9421,AFRICA,2015-07-13,2015,July,Monday
9423,United States,2015-07-13,2015,July,Monday
9426,Greece,2015-07-13,2015,July,Monday
9434,China,2015-07-13,2015,July,Monday
9435,Jardines de la Reina (Cuba),2015-07-13,2015,July,Monday
9436,Mexico,2015-07-13,2015,July,Monday
9439,Japan,2015-07-13,2015,July,Monday
9440,Aspen (Colo),2015-07-13,2015,July,Monday
9443,North Carolina,2015-07-14,2015,July,Tuesday
9445,Massachusetts,2015-07-14,2015,July,Tuesday
9447,Charleston (SC),2015-07-14,2015,July,Tuesday
9450,Rhode Island,2015-07-14,2015,July,Tuesday
9451,Puerto Rico,2015-07-14,2015,July,Tuesday
9452,Van Meter (Iowa),2015-07-14,2015,July,Tuesday
9453,Newport News (Va),2015-07-14,2015,July,Tuesday
9458,San Juan (Puerto Rico),2015-07-14,2015,July,Tuesday
9459,Iran,2015-07-14,2015,July,Tuesday
9461,United States,2015-07-14,2015,July,Tuesday
9463,China,2015-07-14,2015,July,Tuesday
9466,Washington (State),2015-07-14,2015,July,Tuesday
9468,Kennebunkport (Me),2015-07-14,2015,July,Tuesday
9470,Iran,2015-07-14,2015,July,Tuesday
9471,China,2015-07-14,2015,July,Tuesday
9472,Seoul (South Korea),2015-07-14,2015,July,Tuesday
9473,Washington (DC),2015-07-14,2015,July,Tuesday
9474,United States,2015-07-14,2015,July,Tuesday
9476,California,2015-07-14,2015,July,Tuesday
9483,Greece,2015-07-14,2015,July,Tuesday
9485,Iran,2015-07-14,2015,July,Tuesday
9486,Las Vegas (Nev),2015-07-14,2015,July,Tuesday
9488,New Hampshire,2015-07-14,2015,July,Tuesday
9494,Napa (Calif),2015-07-14,2015,July,Tuesday
9495,Northern Ireland,2015-07-14,2015,July,Tuesday
9497,Colorado,2015-07-15,2015,July,Wednesday
9498,Chicago (Ill),2015-07-15,2015,July,Wednesday
9499,Orland (Calif),2015-07-15,2015,July,Wednesday
9502,Philadelphia (Pa),2015-07-15,2015,July,Wednesday
9504,Aurora (Colo),2015-07-15,2015,July,Wednesday
9506,Shanghai (China),2015-07-15,2015,July,Wednesday
9508,Shanghai (China),2015-07-15,2015,July,Wednesday
9510,Christoval (Tex),2015-07-15,2015,July,Wednesday
9516,Europe,2015-07-15,2015,July,Wednesday
9519,United States,2015-07-15,2015,July,Wednesday
9520,United States,2015-07-15,2015,July,Wednesday
